Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
h2database,org.h2.util,Utils10,0,0,4,3,41,4,0,0,-1.0,16,0,C:\Users\AVuser\IdeaProjects\h2database\h2\src\java10\src\org\h2\util\Utils10.java,15
h2database,org.h2.util,Bits,6,0,18,17,186,18,0,0,0.5555555555555556,28,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\java9\src\org\h2\util\Bits.java,14
h2database,org.h2.util,AbbaDetector,5,0,4,1,89,19,0,0,0.0,1,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\AbbaDetector.java,15
h2database,org.h2.util,AbbaLockingDetector,6,0,12,4,189,40,0,0,0.0,2,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\AbbaLockingDetector.java,20
h2database,org.h2.util,Bits,0,0,18,17,205,28,0,0,-1.0,0,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\Bits.java,10
h2database,org.h2.util,ByteStack,3,0,8,7,91,15,0,0,0.0,3,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\ByteStack.java,11
h2database,org.h2.util,Cache,0,0,10,0,59,10,3,0,-1.0,4,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\Cache.java,10
h2database,org.h2.util,CacheHead,0,0,2,2,11,2,0,1,-1.0,0,0,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\CacheHead.java,8
h2database,org.h2.util,CacheLRU,11,0,16,11,285,55,0,1,0.0,3,11,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\CacheLRU.java,15
h2database,org.h2.util,CacheObject,5,3,8,8,54,9,1,0,0.625,7,2,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\CacheObject.java,10
h2database,org.h2.util,CacheSecondLevel,2,0,11,10,55,13,0,1,0.0,1,2,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\CacheSecondLevel.java,11
h2database,org.h2.util,CacheTQ,5,0,11,10,95,20,0,1,0.0,1,5,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\CacheTQ.java,10
h2database,org.h2.util,CacheWriter,0,0,3,0,19,3,0,0,-1.0,2,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\CacheWriter.java,10
h2database,org.h2.util,CloseWatcher,4,0,6,6,79,11,0,0,0.0,2,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\CloseWatcher.java,18
h2database,org.h2.util,DateTimeUtils,14,11,49,45,1006,151,0,0,0.1836734693877551,38,13,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\DateTimeUtils.java,23
h2database,org.h2.util,DbDriverActivator,1,0,2,2,27,2,0,0,1.0,0,3,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\DbDriverActivator.java,11
h2database,org.h2.util,DebuggingThreadLocal,1,0,4,4,26,4,0,0,0.0,1,0,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\DebuggingThreadLocal.java,11
h2database,org.h2.util,HasSQL,6,0,3,0,51,3,0,0,-1.0,19,0,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\HasSQL.java,8
h2database,org.h2.util,IntArray,3,0,13,13,133,26,0,0,0.15384615384615385,3,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\IntArray.java,10
h2database,org.h2.util,IntervalUtils,10,1,23,12,756,186,0,0,0.4782608695652174,12,6,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\IntervalUtils.java,20
h2database,org.h2.util,IOUtils,0,0,20,19,336,39,0,0,-1.0,67,5,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\IOUtils.java,29
h2database,org.h2.util,JdbcUtils,7,1,22,17,667,132,0,0,0.4090909090909091,37,19,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\JdbcUtils.java,48
h2database,org.h2.util,JSR310Utils,4,0,20,18,273,39,0,0,0.8,6,14,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\JSR310Utils.java,45
h2database,org.h2.util,LegacyDateTimeUtils,2,2,16,14,247,37,0,0,0.25,10,11,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\LegacyDateTimeUtils.java,27
h2database,org.h2.util,MathUtils,2,0,14,11,232,26,0,0,0.6428571428571429,51,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\MathUtils.java,16
h2database,org.h2.util,MemoryEstimator,10,0,11,3,148,21,0,0,0.18181818181818182,3,2,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\MemoryEstimator.java,14
h2database,org.h2.util,MemoryUnmapper,3,0,2,1,62,5,0,0,1.0,2,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\MemoryUnmapper.java,14
h2database,org.h2.util,NetUtils,4,0,14,11,323,49,0,0,0.5,17,6,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\NetUtils.java,22
h2database,org.h2.util,NetworkConnectionInfo,4,0,7,7,67,7,0,0,0.0,11,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\NetworkConnectionInfo.java,11
h2database,org.h2.util,OsgiDataSourceFactory,1,0,9,5,162,28,0,0,0.2222222222222222,2,4,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\OsgiDataSourceFactory.java,20
h2database,org.h2.util,ParserUtil,94,93,6,4,571,20,0,0,0.3333333333333333,21,3,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\ParserUtil.java,10
h2database,org.h2.util,Permutations,6,0,7,3,110,18,0,0,0.0,2,2,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\Permutations.java,25
h2database,org.h2.util,Profiler,21,5,20,8,411,83,0,0,0.2,6,3,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\Profiler.java,27
h2database,org.h2.util,ScriptReader,10,0,12,6,286,59,0,0,0.0,9,2,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\ScriptReader.java,15
h2database,org.h2.util,SimpleColumnInfo,5,5,3,3,53,5,0,0,0.0,1,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\SimpleColumnInfo.java,8
h2database,org.h2.util,SmallLRUCache,2,0,4,2,29,4,0,0,0.0,7,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\SmallLRUCache.java,11
h2database,org.h2.util,SmallMap,5,0,4,4,69,11,0,0,0.0,1,2,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\SmallMap.java,14
h2database,org.h2.util,SoftValuesHashMap,3,0,8,7,69,11,0,0,0.25,2,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\SoftValuesHashMap.java,16
h2database,org.h2.util,SoftValue,1,0,1,1,10,1,0,0,0.0,1,0,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\SoftValuesHashMap.java,95
h2database,org.h2.util,SortedProperties,1,0,8,8,128,16,0,0,1.0,9,4,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\SortedProperties.java,27
h2database,org.h2.util,SourceCompiler,13,0,29,17,443,56,0,0,0.2413793103448276,4,13,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\SourceCompiler.java,47
h2database,org.h2.util,GroovyCompiler,2,0,1,1,41,2,0,0,0.0,1,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\SourceCompiler.java,454
h2database,org.h2.util,StringJavaFileObject,1,0,2,2,13,2,0,0,0.0,1,0,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\SourceCompiler.java,520
h2database,org.h2.util,JavaClassObject,1,0,3,3,15,3,0,0,0.6666666666666666,2,0,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\SourceCompiler.java,540
h2database,org.h2.util,ClassFileManager,2,0,4,3,27,4,0,0,0.75,1,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\SourceCompiler.java,562
h2database,org.h2.util,StringUtils,7,0,56,51,1102,200,0,0,0.5,187,5,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\StringUtils.java,21
h2database,org.h2.util,Task,6,1,8,8,93,11,0,0,0.0,38,0,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\Task.java,10
h2database,org.h2.util,TempFileDeleter,2,0,7,6,104,21,0,0,0.42857142857142855,7,5,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\TempFileDeleter.java,18
h2database,org.h2.util,ThreadDeadlockDetector,3,0,10,4,132,27,0,0,0.2,3,3,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\ThreadDeadlockDetector.java,23
h2database,org.h2.util,TimeZoneProvider,9,2,29,26,321,70,2,0,0.3793103448275862,21,4,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\TimeZoneProvider.java,17
h2database,org.h2.util,Simple,2,0,10,9,47,13,0,1,0.2,1,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\TimeZoneProvider.java,239
h2database,org.h2.util,WithTimeZone,4,0,10,8,85,17,0,1,0.0,2,2,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\TimeZoneProvider.java,309
h2database,org.h2.util,Tool,2,0,7,3,101,13,0,0,0.42857142857142855,4,5,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\Tool.java,18
h2database,org.h2.util,Utils,3,2,32,25,579,108,0,0,0.625,109,3,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\Utils.java,24
h2database,org.h2.util,ClassFactory,0,0,2,0,18,2,0,0,-1.0,1,0,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\Utils.java,702
h2database,org.h2.util,Utils10,0,0,4,3,40,4,0,0,-1.0,0,0,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\util\Utils10.java,14
h2database,org.h2.api,Aggregate,0,0,4,0,31,4,0,0,-1.0,2,0,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\api\Aggregate.java,11
h2database,org.h2.api,AggregateFunction,0,0,4,0,31,4,0,0,-1.0,2,0,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\api\AggregateFunction.java,11
h2database,org.h2.api,CredentialsValidator,0,0,1,0,12,1,0,0,-1.0,1,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\api\CredentialsValidator.java,11
h2database,org.h2.api,DatabaseEventListener,8,0,5,0,69,5,0,0,-1.0,8,0,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\api\DatabaseEventListener.java,11
h2database,org.h2.api,ErrorCode,201,201,3,2,887,38,0,0,0.6666666666666666,305,0,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\api\ErrorCode.java,8
h2database,org.h2.api,H2Type,41,39,7,6,210,9,0,0,0.2857142857142857,5,3,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\api\H2Type.java,14
h2database,org.h2.api,Interval,4,0,34,34,403,62,0,0,0.47058823529411764,5,2,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\api\Interval.java,14
h2database,org.h2.api,JavaObjectSerializer,0,0,2,0,20,2,0,0,-1.0,3,0,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\api\JavaObjectSerializer.java,8
h2database,org.h2.api,TableEngine,0,0,1,0,12,1,0,0,-1.0,1,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\api\TableEngine.java,11
h2database,org.h2.api,Trigger,4,0,4,0,53,4,0,0,-1.0,17,0,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\api\Trigger.java,11
h2database,org.h2.api,UserToRolesMapper,0,0,1,0,12,1,0,0,-1.0,1,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\api\UserToRolesMapper.java,14
h2database,org.h2.bnf,Bnf,9,0,22,12,358,59,0,0,0.13636363636363635,13,16,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\bnf\Bnf.java,24
h2database,org.h2.bnf,BnfVisitor,0,0,7,0,45,7,0,0,-1.0,9,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\bnf\BnfVisitor.java,10
h2database,org.h2.bnf,Rule,0,0,3,0,21,3,6,0,-1.0,11,2,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\bnf\Rule.java,10
h2database,org.h2.bnf,RuleElement,4,0,5,5,62,14,0,1,0.0,2,6,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\bnf\RuleElement.java,12
h2database,org.h2.bnf,RuleExtension,3,0,5,5,29,6,0,1,0.0,1,3,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\bnf\RuleExtension.java,10
h2database,org.h2.bnf,RuleFixed,18,17,5,4,196,60,0,1,0.4,3,3,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\bnf\RuleFixed.java,10
h2database,org.h2.bnf,RuleHead,3,0,5,3,25,5,0,0,0.0,4,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\bnf\RuleHead.java,8
h2database,org.h2.bnf,RuleList,3,0,5,5,70,17,0,1,0.0,3,4,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\bnf\RuleList.java,13
h2database,org.h2.bnf,RuleOptional,2,0,5,5,34,8,0,1,0.0,1,4,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\bnf\RuleOptional.java,10
h2database,org.h2.bnf,RuleRepeat,2,0,5,5,30,7,0,1,0.4,1,4,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\bnf\RuleRepeat.java,10
h2database,org.h2.bnf,Sentence,13,3,16,16,161,20,0,0,0.4375,9,3,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\bnf\Sentence.java,16
h2database,org.h2.bnf.context,DbColumn,4,0,7,6,86,12,0,0,0.42857142857142855,5,2,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\bnf\context\DbColumn.java,12
h2database,org.h2.bnf.context,DbContents,14,0,17,15,235,44,0,0,0.11764705882352941,6,5,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\bnf\context\DbContents.java,20
h2database,org.h2.bnf.context,DbContextRule,10,7,8,5,300,79,0,0,0.375,4,13,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\bnf\context\DbContextRule.java,22
h2database,org.h2.bnf.context,DbProcedure,5,0,7,6,69,11,0,0,0.0,2,3,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\bnf\context\DbProcedure.java,15
h2database,org.h2.bnf.context,DbSchema,9,4,7,5,134,19,0,0,0.0,8,7,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\bnf\context\DbSchema.java,20
h2database,org.h2.bnf.context,DbTableOrView,5,0,7,7,86,9,0,0,0.0,4,2,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\bnf\context\DbTableOrView.java,14
h2database,org.h2.command,Command,6,0,26,19,300,47,2,1,0.38461538461538464,10,8,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\Command.java,26
h2database,org.h2.command,CommandContainer,5,0,23,16,228,49,0,2,0.21739130434782608,5,24,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\CommandContainer.java,38
h2database,org.h2.command,GeneratedKeysCollector,2,0,4,3,24,5,0,0,0.75,1,2,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\CommandContainer.java,44
h2database,org.h2.command,CommandInterface,103,0,6,0,447,6,2,0,-1.0,84,0,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\CommandInterface.java,13
h2database,org.h2.command,CommandList,5,0,13,10,85,20,0,2,0.23076923076923078,1,5,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\CommandList.java,18
h2database,org.h2.command,CommandRemote,11,0,15,11,263,43,0,1,0.13333333333333333,0,10,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\CommandRemote.java,26
h2database,org.h2.command,Parser,26,0,332,18,9159,2192,0,0,0.006024096385542169,14,199,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\Parser.java,408
h2database,org.h2.command,Prepared,12,0,38,31,348,51,0,0,0.3684210526315789,20,9,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\Prepared.java,24
h2database,org.h2.command,Token,46,0,48,5,350,54,6,0,0.25,2,8,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\Token.java,20
h2database,org.h2.command,IdentifierToken,3,0,7,1,35,8,0,1,0.2857142857142857,0,2,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\Token.java,430
h2database,org.h2.command,KeywordToken,1,0,4,1,16,4,0,1,0.0,0,0,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\Token.java,482
h2database,org.h2.command,KeywordOrIdentifierToken,2,0,4,1,18,4,0,1,0.0,0,0,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\Token.java,508
h2database,org.h2.command,LiteralToken,1,0,3,1,12,3,5,1,1.0,0,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\Token.java,537
h2database,org.h2.command,BinaryStringToken,1,0,2,0,13,3,0,2,0.0,0,2,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\Token.java,557
h2database,org.h2.command,CharacterStringToken,2,0,4,0,27,6,0,2,0.0,0,4,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\Token.java,576
h2database,org.h2.command,IntegerToken,1,0,2,0,13,3,0,2,0.0,0,2,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\Token.java,613
h2database,org.h2.command,BigintToken,1,0,2,0,13,3,0,2,0.0,0,2,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\Token.java,632
h2database,org.h2.command,ValueToken,0,0,2,0,9,2,0,2,-1.0,0,2,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\Token.java,651
h2database,org.h2.command,ParameterToken,1,0,5,1,19,5,0,1,0.6,0,0,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\Token.java,665
h2database,org.h2.command,EndOfInputToken,0,0,2,0,8,2,0,1,-1.0,0,0,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\Token.java,695
h2database,org.h2.command,Tokenizer,4,0,48,0,1297,360,0,0,0.0,2,9,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\Tokenizer.java,142
h2database,org.h2.command.ddl,AlterDomain,2,0,7,3,73,21,6,3,0.42857142857142855,3,8,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\AlterDomain.java,19
h2database,org.h2.command.ddl,AlterDomainAddConstraint,5,0,10,7,73,14,0,4,0.2,3,9,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\AlterDomainAddConstraint.java,18
h2database,org.h2.command.ddl,AlterDomainDropConstraint,2,0,4,3,29,6,0,4,0.5,1,7,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\AlterDomainDropConstraint.java,18
h2database,org.h2.command.ddl,AlterDomainExpressions,2,0,7,3,62,14,0,4,0.0,1,8,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\AlterDomainExpressions.java,17
h2database,org.h2.command.ddl,AlterDomainRename,1,0,4,3,29,7,0,4,0.75,1,6,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\AlterDomainRename.java,15
h2database,org.h2.command.ddl,AlterDomainRenameConstraint,2,0,5,4,30,7,0,4,0.6,1,7,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\AlterDomainRenameConstraint.java,18
h2database,org.h2.command.ddl,AlterIndexRename,4,0,7,7,43,10,0,1,0.42857142857142855,1,8,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\AlterIndexRename.java,17
h2database,org.h2.command.ddl,AlterSchemaRename,2,0,5,5,39,9,0,1,0.6,1,6,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\AlterSchemaRename.java,17
h2database,org.h2.command.ddl,AlterSequence,6,0,8,7,66,14,0,3,0.5,1,9,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\AlterSequence.java,17
h2database,org.h2.command.ddl,AlterTable,2,0,5,3,28,7,5,2,0.4,0,6,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\AlterTable.java,15
h2database,org.h2.command.ddl,AlterTableAddConstraint,17,0,25,17,420,85,0,3,0.0,4,22,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\AlterTableAddConstraint.java,33
h2database,org.h2.command.ddl,AlterTableAlterColumn,15,0,30,18,630,144,0,3,0.06666666666666667,2,30,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\AlterTableAlterColumn.java,41
h2database,org.h2.command.ddl,AlterTableDropConstraint,3,0,5,5,52,13,0,3,0.4,1,8,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\AlterTableDropConstraint.java,19
h2database,org.h2.command.ddl,AlterTableRename,2,0,5,5,39,9,0,3,0.6,1,7,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\AlterTableRename.java,16
h2database,org.h2.command.ddl,AlterTableRenameColumn,3,0,6,6,46,11,0,3,0.5,1,7,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\AlterTableRenameColumn.java,17
h2database,org.h2.command.ddl,AlterTableRenameConstraint,2,0,5,5,36,8,0,3,0.6,1,10,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\AlterTableRenameConstraint.java,20
h2database,org.h2.command.ddl,AlterUser,7,0,10,10,70,16,0,1,0.2,1,8,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\AlterUser.java,16
h2database,org.h2.command.ddl,AlterView,2,0,5,5,30,7,0,1,0.6,1,4,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\AlterView.java,13
h2database,org.h2.command.ddl,Analyze,7,0,12,6,180,37,0,1,0.25,3,13,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\Analyze.java,24
h2database,org.h2.command.ddl,SelectivityData,5,0,6,0,87,17,0,0,0.0,1,2,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\Analyze.java,30
h2database,org.h2.command.ddl,CommandWithColumns,2,0,9,3,114,29,2,2,0.4444444444444444,1,11,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\CommandWithColumns.java,20
h2database,org.h2.command.ddl,CreateAggregate,4,0,7,7,43,9,0,2,0.42857142857142855,1,7,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\CreateAggregate.java,16
h2database,org.h2.command.ddl,CreateConstant,3,0,6,5,39,8,0,3,0.5,1,9,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\CreateConstant.java,18
h2database,org.h2.command.ddl,CreateDomain,8,0,11,10,86,20,0,3,0.2727272727272727,1,14,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\CreateDomain.java,23
h2database,org.h2.command.ddl,CreateFunctionAlias,6,0,9,9,62,12,0,2,0.3333333333333333,1,8,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\CreateFunctionAlias.java,17
h2database,org.h2.command.ddl,CreateIndex,10,0,13,13,96,23,0,2,0.23076923076923078,1,11,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\CreateIndex.java,20
h2database,org.h2.command.ddl,CreateLinkedTable,16,0,19,19,105,23,0,2,0.15789473684210525,1,7,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\CreateLinkedTable.java,16
h2database,org.h2.command.ddl,CreateRole,2,0,5,5,37,8,0,1,0.6,1,7,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\CreateRole.java,16
h2database,org.h2.command.ddl,CreateSchema,4,0,7,7,46,10,0,1,0.42857142857142855,1,7,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\CreateSchema.java,17
h2database,org.h2.command.ddl,CreateSequence,4,0,7,6,41,9,0,3,0.42857142857142855,1,8,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\CreateSequence.java,16
h2database,org.h2.command.ddl,CreateSynonym,4,0,10,8,75,16,0,3,0.3,1,8,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\CreateSynonym.java,16
h2database,org.h2.command.ddl,CreateSynonymData,6,6,0,0,29,0,0,0,-1.0,3,2,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\CreateSynonymData.java,11
h2database,org.h2.command.ddl,CreateTable,7,0,20,19,215,50,0,3,0.1,1,15,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\CreateTable.java,25
h2database,org.h2.command.ddl,CreateTableData,12,12,0,0,53,0,0,0,-1.0,16,2,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\CreateTableData.java,14
h2database,org.h2.command.ddl,CreateTrigger,13,0,16,16,106,24,0,2,0.1875,1,9,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\CreateTrigger.java,18
h2database,org.h2.command.ddl,CreateUser,7,0,13,10,106,20,0,1,0.23076923076923078,3,13,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\CreateUser.java,21
h2database,org.h2.command.ddl,CreateView,9,0,12,11,106,23,0,3,0.25,1,12,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\CreateView.java,24
h2database,org.h2.command.ddl,DeallocateProcedure,1,0,4,4,19,4,0,1,0.75,1,2,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\DeallocateProcedure.java,11
h2database,org.h2.command.ddl,DefineCommand,1,0,5,4,28,5,19,0,0.8,2,1,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\DefineCommand.java,12
h2database,org.h2.command.ddl,DropAggregate,2,0,5,4,32,7,0,3,0.6,1,7,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\DropAggregate.java,16
h2database,org.h2.command.ddl,DropConstant,2,0,5,4,32,7,0,3,0.6,1,7,C:\Users\AVuser\IdeaProjects\h2database\h2\src\main\org\h2\command\ddl\DropConstant.java,16
