Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no
h2database,org.h2.util,Utils10,byteArrayOutputStreamToString,3,1,2,22
h2database,org.h2.util,Utils10,getTcpQuickack,3,1,1,36
h2database,org.h2.util,Utils10,setTcpQuickack,9,1,2,51
h2database,org.h2.util,Utils10,Utils10,2,1,0,69
h2database,org.h2.util,Bits,compareNotNull,3,1,2,61
h2database,org.h2.util,Bits,compareNotNullSigned,3,1,2,77
h2database,org.h2.util,Bits,compareNotNullUnsigned,3,1,2,97
h2database,org.h2.util,Bits,readInt,3,1,2,117
h2database,org.h2.util,Bits,readIntLE,3,1,2,131
h2database,org.h2.util,Bits,readLong,3,1,2,145
h2database,org.h2.util,Bits,readLongLE,3,1,2,159
h2database,org.h2.util,Bits,readDouble,3,1,2,173
h2database,org.h2.util,Bits,readDoubleLE,3,1,2,187
h2database,org.h2.util,Bits,uuidToBytes,6,1,2,201
h2database,org.h2.util,Bits,uuidToBytes,3,1,1,217
h2database,org.h2.util,Bits,writeInt,3,1,3,228
h2database,org.h2.util,Bits,writeIntLE,3,1,3,243
h2database,org.h2.util,Bits,writeLong,3,1,3,258
h2database,org.h2.util,Bits,writeLongLE,3,1,3,273
h2database,org.h2.util,Bits,writeDouble,3,1,3,288
h2database,org.h2.util,Bits,writeDoubleLE,3,1,3,303
h2database,org.h2.util,Bits,Bits,2,1,0,318
h2database,org.h2.util,AbbaDetector,begin,31,8,1,34
h2database,org.h2.util,AbbaDetector,getTest,3,1,1,76
h2database,org.h2.util,AbbaDetector,getObjectName,3,1,1,81
h2database,org.h2.util,AbbaDetector,markHigher,35,9,2,85
h2database,org.h2.util,AbbaLockingDetector,startCollecting,6,1,0,40
h2database,org.h2.util,AbbaLockingDetector,reset,4,1,0,52
h2database,org.h2.util,AbbaLockingDetector,stopCollecting,12,2,0,60
h2database,org.h2.util,AbbaLockingDetector,run,10,2,0,78
h2database,org.h2.util,AbbaLockingDetector,tick,11,2,0,89
h2database,org.h2.util,AbbaLockingDetector,processThreadList,10,3,1,106
h2database,org.h2.util,AbbaLockingDetector,generateOrdering,13,4,2,117
h2database,org.h2.util,AbbaLockingDetector,markHigher,31,8,2,138
h2database,org.h2.util,AbbaLockingDetector,getStackTraceForThread,23,6,1,174
h2database,org.h2.util,AbbaLockingDetector,buildString,17,5,1,212
h2database,org.h2.util,AbbaLockingDetector,dumpStackTraceElement,18,5,4,242
h2database,org.h2.util,AbbaLockingDetector,getObjectName,3,1,1,269
h2database,org.h2.util,Bits,compareNotNull,14,4,2,23
h2database,org.h2.util,Bits,compareNotNullSigned,14,4,2,50
h2database,org.h2.util,Bits,compareNotNullUnsigned,14,4,2,81
h2database,org.h2.util,Bits,readInt,3,1,2,112
h2database,org.h2.util,Bits,readIntLE,3,1,2,126
h2database,org.h2.util,Bits,readLong,3,1,2,140
h2database,org.h2.util,Bits,readLongLE,3,1,2,154
h2database,org.h2.util,Bits,readDouble,3,1,2,168
h2database,org.h2.util,Bits,readDoubleLE,3,1,2,182
h2database,org.h2.util,Bits,uuidToBytes,8,2,2,196
h2database,org.h2.util,Bits,uuidToBytes,3,1,1,214
h2database,org.h2.util,Bits,writeInt,6,1,3,225
h2database,org.h2.util,Bits,writeIntLE,6,1,3,243
h2database,org.h2.util,Bits,writeLong,4,1,3,261
h2database,org.h2.util,Bits,writeLongLE,4,1,3,277
h2database,org.h2.util,Bits,writeDouble,3,1,3,293
h2database,org.h2.util,Bits,writeDoubleLE,3,1,3,308
h2database,org.h2.util,Bits,Bits,2,1,0,323
h2database,org.h2.util,ByteStack,ByteStack,3,1,0,23
h2database,org.h2.util,ByteStack,push,9,2,1,30
h2database,org.h2.util,ByteStack,pop,8,2,0,46
h2database,org.h2.util,ByteStack,poll,8,2,1,62
h2database,org.h2.util,ByteStack,peek,7,2,1,78
h2database,org.h2.util,ByteStack,isEmpty,3,1,0,93
h2database,org.h2.util,ByteStack,size,3,1,0,102
h2database,org.h2.util,ByteStack,grow,12,4,1,111
h2database,org.h2.util,Cache,getAllChanged,0,1,0,15
h2database,org.h2.util,Cache,clear,0,1,0,22
h2database,org.h2.util,Cache,get,0,1,1,27
h2database,org.h2.util,Cache,put,0,1,1,36
h2database,org.h2.util,Cache,update,0,1,2,44
h2database,org.h2.util,Cache,remove,0,1,1,54
h2database,org.h2.util,Cache,find,0,1,1,62
h2database,org.h2.util,Cache,setMaxMemory,0,1,1,71
h2database,org.h2.util,Cache,getMaxMemory,0,1,0,78
h2database,org.h2.util,Cache,getMemory,0,1,0,85
h2database,org.h2.util,CacheHead,canRemove,3,1,0,13
h2database,org.h2.util,CacheHead,getMemory,3,1,0,18
h2database,org.h2.util,CacheLRU,CacheLRU,17,2,3,51
h2database,org.h2.util,CacheLRU,getCache,21,5,3,70
h2database,org.h2.util,CacheLRU,clear,7,1,0,99
h2database,org.h2.util,CacheLRU,put,16,3,1,109
h2database,org.h2.util,CacheLRU,update,16,4,2,127
h2database,org.h2.util,CacheLRU,removeOldIfRequired,5,2,0,144
h2database,org.h2.util,CacheLRU,removeOld,78,16,0,151
h2database,org.h2.util,CacheLRU,addToFront,9,2,1,236
h2database,org.h2.util,CacheLRU,removeFromLinkedList,9,2,1,246
h2database,org.h2.util,CacheLRU,remove,33,7,1,258
h2database,org.h2.util,CacheLRU,find,7,2,1,291
h2database,org.h2.util,CacheLRU,get,10,3,1,300
h2database,org.h2.util,CacheLRU,getAllChanged,11,3,0,341
h2database,org.h2.util,CacheLRU,setMaxMemory,5,1,1,357
h2database,org.h2.util,CacheLRU,getMaxMemory,3,1,0,366
h2database,org.h2.util,CacheLRU,getMemory,3,1,0,371
h2database,org.h2.util,CacheObject,canRemove,0,1,0,35
h2database,org.h2.util,CacheObject,getMemory,0,1,0,43
h2database,org.h2.util,CacheObject,setPos,6,2,1,50
h2database,org.h2.util,CacheObject,getPos,3,1,0,57
h2database,org.h2.util,CacheObject,isChanged,3,1,0,61
h2database,org.h2.util,CacheObject,setChanged,3,1,1,71
h2database,org.h2.util,CacheObject,compareTo,3,1,1,75
h2database,org.h2.util,CacheObject,isStream,3,1,0,80
h2database,org.h2.util,CacheSecondLevel,CacheSecondLevel,4,1,2,20
h2database,org.h2.util,CacheSecondLevel,clear,4,1,0,25
h2database,org.h2.util,CacheSecondLevel,find,7,2,1,31
h2database,org.h2.util,CacheSecondLevel,get,7,2,1,40
h2database,org.h2.util,CacheSecondLevel,getAllChanged,3,1,0,49
h2database,org.h2.util,CacheSecondLevel,getMaxMemory,3,1,0,54
h2database,org.h2.util,CacheSecondLevel,getMemory,3,1,0,59
h2database,org.h2.util,CacheSecondLevel,put,4,1,1,64
h2database,org.h2.util,CacheSecondLevel,remove,5,1,1,70
h2database,org.h2.util,CacheSecondLevel,setMaxMemory,3,1,1,77
h2database,org.h2.util,CacheSecondLevel,update,5,1,2,82
h2database,org.h2.util,CacheTQ,CacheTQ,6,1,2,28
h2database,org.h2.util,CacheTQ,clear,6,1,0,35
h2database,org.h2.util,CacheTQ,find,7,2,1,43
h2database,org.h2.util,CacheTQ,get,20,5,1,52
h2database,org.h2.util,CacheTQ,getAllChanged,8,1,0,73
h2database,org.h2.util,CacheTQ,getMaxMemory,3,1,0,83
h2database,org.h2.util,CacheTQ,getMemory,3,1,0,88
h2database,org.h2.util,CacheTQ,put,12,3,1,93
h2database,org.h2.util,CacheTQ,remove,8,2,1,105
h2database,org.h2.util,CacheTQ,setMaxMemory,6,1,1,115
h2database,org.h2.util,CacheTQ,update,6,2,2,123
h2database,org.h2.util,CacheWriter,writeBack,0,1,1,16
h2database,org.h2.util,CacheWriter,flushLog,0,1,0,23
h2database,org.h2.util,CacheWriter,getTrace,0,1,0,31
h2database,org.h2.util,CloseWatcher,CloseWatcher,4,1,3,46
h2database,org.h2.util,CloseWatcher,pollUnclosed,14,5,0,52
h2database,org.h2.util,CloseWatcher,register,11,2,3,72
h2database,org.h2.util,CloseWatcher,unregister,4,1,1,94
h2database,org.h2.util,CloseWatcher,getOpenStackTrace,3,1,0,104
h2database,org.h2.util,CloseWatcher,getCloseable,3,1,0,113
h2database,org.h2.util,DateTimeUtils,DateTimeUtils,2,1,0,97
h2database,org.h2.util,DateTimeUtils,resetCalendar,3,1,0,101
h2database,org.h2.util,DateTimeUtils,getTimeZone,7,2,0,109
h2database,org.h2.util,DateTimeUtils,currentTimestamp,3,1,1,122
h2database,org.h2.util,DateTimeUtils,currentTimestamp,6,1,2,133
h2database,org.h2.util,DateTimeUtils,parseDateValue,29,6,3,155
h2database,org.h2.util,DateTimeUtils,currentNanoTime,7,2,0,199
h2database,org.h2.util,DateTimeUtils,parseTimeNanos,75,13,3,213
h2database,org.h2.util,DateTimeUtils,currentNanoTimePlusMillis,3,1,1,296
h2database,org.h2.util,DateTimeUtils,nanoTimePlusMillis,7,2,2,309
h2database,org.h2.util,DateTimeUtils,parseNanos,16,4,3,328
h2database,org.h2.util,DateTimeUtils,parseTimestamp,79,15,3,354
h2database,org.h2.util,DateTimeUtils,parseTimeWithTimeZone,35,7,2,444
h2database,org.h2.util,DateTimeUtils,getEpochSeconds,3,1,3,486
h2database,org.h2.util,DateTimeUtils,dateAndTimeFromValue,29,6,2,501
h2database,org.h2.util,DateTimeUtils,dateTimeToValue,15,6,3,535
h2database,org.h2.util,DateTimeUtils,getDayOfWeek,3,1,2,565
h2database,org.h2.util,DateTimeUtils,getDayOfWeekFromAbsolute,3,1,2,579
h2database,org.h2.util,DateTimeUtils,getDayOfYear,12,3,1,591
h2database,org.h2.util,DateTimeUtils,getIsoDayOfWeek,3,1,1,611
h2database,org.h2.util,DateTimeUtils,getIsoWeekOfYear,3,1,1,623
h2database,org.h2.util,DateTimeUtils,getIsoWeekYear,3,1,1,636
h2database,org.h2.util,DateTimeUtils,getSundayDayOfWeek,3,1,1,649
h2database,org.h2.util,DateTimeUtils,getWeekOfYear,14,4,3,661
h2database,org.h2.util,DateTimeUtils,getWeekYearAbsoluteStart,9,2,3,687
h2database,org.h2.util,DateTimeUtils,getWeekYear,14,4,3,708
h2database,org.h2.util,DateTimeUtils,getDaysInMonth,6,2,2,734
h2database,org.h2.util,DateTimeUtils,isValidDate,3,1,3,748
h2database,org.h2.util,DateTimeUtils,yearFromDateValue,3,1,1,760
h2database,org.h2.util,DateTimeUtils,monthFromDateValue,3,1,1,770
h2database,org.h2.util,DateTimeUtils,dayFromDateValue,3,1,1,780
h2database,org.h2.util,DateTimeUtils,dateValue,3,1,3,790
h2database,org.h2.util,DateTimeUtils,dateValueFromDenormalizedDate,19,4,3,802
h2database,org.h2.util,DateTimeUtils,dateValueFromLocalSeconds,7,2,1,834
h2database,org.h2.util,DateTimeUtils,nanosFromLocalSeconds,7,2,1,849
h2database,org.h2.util,DateTimeUtils,normalizeNanosOfDay,7,2,1,863
h2database,org.h2.util,DateTimeUtils,absoluteDayFromYear,10,2,1,877
h2database,org.h2.util,DateTimeUtils,absoluteDayFromDateValue,3,1,1,894
h2database,org.h2.util,DateTimeUtils,absoluteDay,10,3,3,904
h2database,org.h2.util,DateTimeUtils,dateValueFromAbsoluteDay,23,4,1,923
h2database,org.h2.util,DateTimeUtils,incrementDateValue,19,4,1,953
h2database,org.h2.util,DateTimeUtils,decrementDateValue,15,3,1,979
h2database,org.h2.util,DateTimeUtils,appendDate,15,3,2,1001
h2database,org.h2.util,DateTimeUtils,appendTime,16,2,2,1023
h2database,org.h2.util,DateTimeUtils,appendNanos,22,7,2,1053
h2database,org.h2.util,DateTimeUtils,appendTimeZone,21,4,2,1083
h2database,org.h2.util,DateTimeUtils,timeZoneNameFromOffsetSeconds,23,4,1,1111
h2database,org.h2.util,DateTimeUtils,convertScale,15,4,3,1142
h2database,org.h2.util,DateTimeUtils,timestampTimeZoneAtOffset,20,5,4,1166
h2database,org.h2.util,DbDriverActivator,start,10,1,1,20
h2database,org.h2.util,DbDriverActivator,stop,3,1,1,40
h2database,org.h2.util,DebuggingThreadLocal,set,3,1,1,21
h2database,org.h2.util,DebuggingThreadLocal,remove,3,1,0,25
h2database,org.h2.util,DebuggingThreadLocal,get,3,1,0,32
h2database,org.h2.util,DebuggingThreadLocal,getSnapshotOfAllThreads,3,1,0,36
h2database,org.h2.util,HasSQL,getTraceSQL,3,1,0,44
h2database,org.h2.util,HasSQL,getSQL,3,1,1,53
h2database,org.h2.util,HasSQL,getSQL,0,1,2,65
h2database,org.h2.util,IntArray,IntArray,3,1,0,19
h2database,org.h2.util,IntArray,IntArray,3,1,1,26
h2database,org.h2.util,IntArray,IntArray,4,1,1,35
h2database,org.h2.util,IntArray,add,6,2,1,45
h2database,org.h2.util,IntArray,get,6,2,1,57
h2database,org.h2.util,IntArray,remove,7,2,1,70
h2database,org.h2.util,IntArray,ensureCapacity,6,2,1,83
h2database,org.h2.util,IntArray,equals,15,5,1,96
h2database,org.h2.util,IntArray,hashCode,11,3,0,113
h2database,org.h2.util,IntArray,size,3,1,0,126
h2database,org.h2.util,IntArray,toArray,3,1,1,135
h2database,org.h2.util,IntArray,toString,10,3,0,144
h2database,org.h2.util,IntArray,removeRange,7,2,2,156
h2database,org.h2.util,IntervalUtils,IntervalUtils,2,1,0,48
h2database,org.h2.util,IntervalUtils,parseFormattedInterval,129,40,2,52
h2database,org.h2.util,IntervalUtils,skipWS,10,4,2,187
h2database,org.h2.util,IntervalUtils,skipWSEnd,10,4,2,198
h2database,org.h2.util,IntervalUtils,parseInterval,120,25,3,209
h2database,org.h2.util,IntervalUtils,parseInterval2,23,4,5,331
h2database,org.h2.util,IntervalUtils,parseIntervalLeading,7,2,4,354
h2database,org.h2.util,IntervalUtils,parseIntervalRemaining,7,2,4,362
h2database,org.h2.util,IntervalUtils,parseIntervalRemainingSeconds,16,3,2,370
h2database,org.h2.util,IntervalUtils,appendInterval,63,15,5,386
h2database,org.h2.util,IntervalUtils,intervalToAbsolute,47,14,1,464
h2database,org.h2.util,IntervalUtils,intervalToAbsolute,3,1,3,520
h2database,org.h2.util,IntervalUtils,intervalToAbsolute,3,1,2,525
h2database,org.h2.util,IntervalUtils,intervalFromAbsolute,32,14,2,530
h2database,org.h2.util,IntervalUtils,intervalFromAbsolute,4,1,3,577
h2database,org.h2.util,IntervalUtils,leadingExact,6,2,1,583
h2database,org.h2.util,IntervalUtils,validateInterval,51,18,4,590
h2database,org.h2.util,IntervalUtils,yearsFromInterval,12,3,4,657
h2database,org.h2.util,IntervalUtils,monthsFromInterval,16,4,4,682
h2database,org.h2.util,IntervalUtils,daysFromInterval,15,6,4,711
h2database,org.h2.util,IntervalUtils,hoursFromInterval,25,8,4,740
h2database,org.h2.util,IntervalUtils,minutesFromInterval,27,8,4,779
h2database,org.h2.util,IntervalUtils,nanosFromInterval,21,6,4,821
h2database,org.h2.util,IOUtils,IOUtils,2,1,0,34
h2database,org.h2.util,IOUtils,closeSilently,10,2,1,38
h2database,org.h2.util,IOUtils,skipFully,14,3,2,54
h2database,org.h2.util,IOUtils,skipFully,14,3,2,77
h2database,org.h2.util,IOUtils,copyAndClose,13,1,2,100
h2database,org.h2.util,IOUtils,copyAndCloseInput,11,1,2,122
h2database,org.h2.util,IOUtils,copy,3,1,2,142
h2database,org.h2.util,IOUtils,copy,23,4,3,156
h2database,org.h2.util,IOUtils,copyAndCloseInput,26,4,3,190
h2database,org.h2.util,IOUtils,readBytesAndClose,17,2,2,226
h2database,org.h2.util,IOUtils,readStringAndClose,14,2,2,252
h2database,org.h2.util,IOUtils,readFully,17,3,3,276
h2database,org.h2.util,IOUtils,readFully,17,3,3,305
h2database,org.h2.util,IOUtils,getReader,3,1,1,334
h2database,org.h2.util,IOUtils,getBufferedWriter,3,1,1,349
h2database,org.h2.util,IOUtils,getAsciiReader,3,1,1,361
h2database,org.h2.util,IOUtils,trace,5,2,3,372
h2database,org.h2.util,IOUtils,getInputStreamFromString,6,2,1,385
h2database,org.h2.util,IOUtils,copyFiles,5,1,2,400
h2database,org.h2.util,IOUtils,nameSeparatorsToNative,3,1,1,413
h2database,org.h2.util,JdbcUtils,JdbcUtils,2,1,0,101
h2database,org.h2.util,JdbcUtils,addClassFactory,3,1,1,105
h2database,org.h2.util,JdbcUtils,removeClassFactory,3,1,1,114
h2database,org.h2.util,JdbcUtils,loadUserClass,64,12,1,134
h2database,org.h2.util,JdbcUtils,closeSilently,9,2,1,213
h2database,org.h2.util,JdbcUtils,closeSilently,9,2,1,228
h2database,org.h2.util,JdbcUtils,closeSilently,9,2,1,243
h2database,org.h2.util,JdbcUtils,getConnection,3,1,4,258
h2database,org.h2.util,JdbcUtils,getConnection,47,11,6,273
h2database,org.h2.util,JdbcUtils,getDriver,12,4,1,338
h2database,org.h2.util,JdbcUtils,load,6,2,1,358
h2database,org.h2.util,JdbcUtils,serialize,17,3,2,370
h2database,org.h2.util,JdbcUtils,deserialize,33,4,2,395
h2database,org.h2.util,JdbcUtils,resolveClass,8,1,1,417
h2database,org.h2.util,JdbcUtils,deserializeUuid,11,4,1,436
h2database,org.h2.util,JdbcUtils,set,13,3,4,459
h2database,org.h2.util,JdbcUtils,setOther,122,42,4,481
h2database,org.h2.util,JdbcUtils,setLob,10,2,3,603
h2database,org.h2.util,JdbcUtils,getMetaResultSet,133,27,2,613
h2database,org.h2.util,JdbcUtils,addDatabaseMetaData,18,3,2,731
h2database,org.h2.util,JdbcUtils,isBuiltIn,3,1,2,749
h2database,org.h2.util,JdbcUtils,split,11,3,1,760
h2database,org.h2.util,JSR310Utils,JSR310Utils,2,1,0,60
h2database,org.h2.util,JSR310Utils,valueToLocalDate,10,3,2,64
h2database,org.h2.util,JSR310Utils,valueToLocalTime,3,1,2,86
h2database,org.h2.util,JSR310Utils,valueToLocalDateTime,4,1,2,101
h2database,org.h2.util,JSR310Utils,valueToInstant,12,3,2,117
h2database,org.h2.util,JSR310Utils,valueToOffsetDateTime,4,1,2,144
h2database,org.h2.util,JSR310Utils,valueToZonedDateTime,4,1,2,161
h2database,org.h2.util,JSR310Utils,valueToOffsetTime,4,1,2,178
h2database,org.h2.util,JSR310Utils,valueToPeriod,16,3,1,195
h2database,org.h2.util,JSR310Utils,valueToDuration,10,3,1,221
h2database,org.h2.util,JSR310Utils,localDateToValue,3,1,1,242
h2database,org.h2.util,JSR310Utils,localTimeToValue,3,1,1,254
h2database,org.h2.util,JSR310Utils,localDateTimeToValue,4,1,1,265
h2database,org.h2.util,JSR310Utils,instantToValue,10,2,1,279
h2database,org.h2.util,JSR310Utils,offsetDateTimeToValue,5,1,1,299
h2database,org.h2.util,JSR310Utils,zonedDateTimeToValue,5,1,1,315
h2database,org.h2.util,JSR310Utils,offsetTimeToValue,3,1,1,331
h2database,org.h2.util,JSR310Utils,localDateTimeFromDateNanos,9,3,2,343
h2database,org.h2.util,JSR310Utils,periodToValue,45,8,1,354
h2database,org.h2.util,JSR310Utils,durationToValue,11,2,1,405
h2database,org.h2.util,LegacyDateTimeUtils,LegacyDateTimeUtils,2,1,0,44
h2database,org.h2.util,LegacyDateTimeUtils,fromDate,4,1,3,47
h2database,org.h2.util,LegacyDateTimeUtils,fromTime,4,1,3,64
h2database,org.h2.util,LegacyDateTimeUtils,fromTimestamp,4,1,3,81
h2database,org.h2.util,LegacyDateTimeUtils,fromTimestamp,3,1,3,99
h2database,org.h2.util,LegacyDateTimeUtils,timestampFromLocalMillis,5,1,2,114
h2database,org.h2.util,LegacyDateTimeUtils,dateValueFromLocalMillis,7,2,1,120
h2database,org.h2.util,LegacyDateTimeUtils,nanosFromLocalMillis,7,2,1,136
h2database,org.h2.util,LegacyDateTimeUtils,toDate,3,1,3,152
h2database,org.h2.util,LegacyDateTimeUtils,toTime,10,3,3,165
h2database,org.h2.util,LegacyDateTimeUtils,toTimestamp,24,4,3,186
h2database,org.h2.util,LegacyDateTimeUtils,getMillis,3,1,4,219
h2database,org.h2.util,LegacyDateTimeUtils,getTimeZoneOffsetMillis,7,2,2,236
h2database,org.h2.util,LegacyDateTimeUtils,legacyObjectToValue,22,6,2,253
h2database,org.h2.util,LegacyDateTimeUtils,valueToLegacyType,23,6,3,280
h2database,org.h2.util,LegacyDateTimeUtils,legacyClassToType,14,4,1,309
h2database,org.h2.util,MathUtils,MathUtils,2,1,0,31
h2database,org.h2.util,MathUtils,roundUpInt,3,1,2,36
h2database,org.h2.util,MathUtils,roundUpLong,3,1,2,50
h2database,org.h2.util,MathUtils,getSecureRandom,49,3,0,64
h2database,org.h2.util,MathUtils,generateAlternativeSeed,48,4,0,125
h2database,org.h2.util,MathUtils,warn,6,2,2,198
h2database,org.h2.util,MathUtils,nextPowerOf2,6,2,1,213
h2database,org.h2.util,MathUtils,convertLongToInt,11,3,1,229
h2database,org.h2.util,MathUtils,convertIntToShort,11,3,1,247
h2database,org.h2.util,MathUtils,secureRandomLong,3,1,0,265
h2database,org.h2.util,MathUtils,randomBytes,3,1,1,274
h2database,org.h2.util,MathUtils,secureRandomBytes,8,2,1,283
h2database,org.h2.util,MathUtils,randomInt,3,1,1,298
h2database,org.h2.util,MathUtils,secureRandomInt,3,1,1,309
h2database,org.h2.util,MemoryEstimator,MemoryEstimator,2,1,0,51
h2database,org.h2.util,MemoryEstimator,estimateMemory,30,4,3,53
h2database,org.h2.util,MemoryEstimator,estimateMemory,38,5,4,92
h2database,org.h2.util,MemoryEstimator,samplingPct,6,1,1,139
h2database,org.h2.util,MemoryEstimator,calculateMagnitude,8,2,2,151
h2database,org.h2.util,MemoryEstimator,updateStatsData,3,1,8,160
h2database,org.h2.util,MemoryEstimator,constructStatsData,3,1,4,167
h2database,org.h2.util,MemoryEstimator,updateStatsData,11,3,5,171
h2database,org.h2.util,MemoryEstimator,getCounter,3,1,1,184
h2database,org.h2.util,MemoryEstimator,getSkipSum,3,1,1,188
h2database,org.h2.util,MemoryEstimator,getAverage,3,1,1,192
h2database,org.h2.util,MemoryUnmapper,unmap,22,4,1,56
h2database,org.h2.util,MemoryUnmapper,MemoryUnmapper,2,1,0,89
h2database,org.h2.util,NetUtils,NetUtils,2,1,0,32
h2database,org.h2.util,NetUtils,createLoopbackSocket,14,1,2,36
h2database,org.h2.util,NetUtils,createSocket,3,1,3,60
h2database,org.h2.util,NetUtils,createSocket,11,2,4,74
h2database,org.h2.util,NetUtils,createSocket,3,1,3,102
h2database,org.h2.util,NetUtils,createSocket,28,5,4,115
h2database,org.h2.util,NetUtils,createServerSocket,8,1,2,159
h2database,org.h2.util,NetUtils,getBindAddress,12,3,0,181
h2database,org.h2.util,NetUtils,createServerSocketTry,18,3,2,200
h2database,org.h2.util,NetUtils,isLocalAddress,14,4,1,218
h2database,org.h2.util,NetUtils,closeSilently,10,2,1,242
h2database,org.h2.util,NetUtils,getLocalAddress,45,9,0,259
h2database,org.h2.util,NetUtils,getHostName,9,1,1,310
h2database,org.h2.util,NetUtils,ipToShortForm,58,15,3,325
h2database,org.h2.util,NetworkConnectionInfo,NetworkConnectionInfo,3,1,3,24
h2database,org.h2.util,NetworkConnectionInfo,NetworkConnectionInfo,6,1,4,40
h2database,org.h2.util,NetworkConnectionInfo,getServer,3,1,0,59
h2database,org.h2.util,NetworkConnectionInfo,getClientAddr,3,1,0,68
h2database,org.h2.util,NetworkConnectionInfo,getClientPort,3,1,0,77
h2database,org.h2.util,NetworkConnectionInfo,getClientInfo,3,1,0,86
h2database,org.h2.util,NetworkConnectionInfo,getClient,3,1,0,95
h2database,org.h2.util,OsgiDataSourceFactory,OsgiDataSourceFactory,3,1,1,42
h2database,org.h2.util,OsgiDataSourceFactory,createDataSource,11,2,1,46
h2database,org.h2.util,OsgiDataSourceFactory,createConnectionPoolDataSource,11,2,1,76
h2database,org.h2.util,OsgiDataSourceFactory,createXADataSource,11,2,1,106
h2database,org.h2.util,OsgiDataSourceFactory,createDriver,6,2,1,136
h2database,org.h2.util,OsgiDataSourceFactory,rejectUnsupportedOptions,8,3,1,153
h2database,org.h2.util,OsgiDataSourceFactory,setupH2DataSource,49,13,2,176
h2database,org.h2.util,OsgiDataSourceFactory,rejectPoolingOptions,5,2,1,263
h2database,org.h2.util,OsgiDataSourceFactory,registerService,7,1,2,284
h2database,org.h2.util,ParserUtil,ParserUtil,2,1,0,590
h2database,org.h2.util,ParserUtil,quoteIdentifier,9,3,3,594
h2database,org.h2.util,ParserUtil,isKeyword,3,1,2,613
h2database,org.h2.util,ParserUtil,isSimpleIdentifier,16,5,3,625
h2database,org.h2.util,ParserUtil,checkLetter,18,6,3,651
h2database,org.h2.util,ParserUtil,getTokenType,15,4,3,668
h2database,org.h2.util,Permutations,Permutations,14,3,3,40
h2database,org.h2.util,Permutations,create,3,1,2,58
h2database,org.h2.util,Permutations,create,3,1,3,70
h2database,org.h2.util,Permutations,moveIndex,20,5,0,83
h2database,org.h2.util,Permutations,rightmostDip,8,3,0,125
h2database,org.h2.util,Permutations,reverseAfter,11,2,1,140
h2database,org.h2.util,Permutations,next,10,3,0,157
h2database,org.h2.util,Profiler,premain,3,1,2,101
h2database,org.h2.util,Profiler,getInstrumentation,3,1,0,111
h2database,org.h2.util,Profiler,main,3,1,1,120
h2database,org.h2.util,Profiler,run,60,12,1,131
h2database,org.h2.util,Profiler,getRunnableStackTraces,16,4,0,189
h2database,org.h2.util,Profiler,readRunnableStackTraces,10,1,1,206
h2database,org.h2.util,Profiler,readStackTrace,41,11,1,217
h2database,org.h2.util,Profiler,exec,18,2,1,261
h2database,org.h2.util,Profiler,copyInThread,20,3,2,279
h2database,org.h2.util,Profiler,run,15,3,0,282
h2database,org.h2.util,Profiler,startCollecting,6,1,0,300
h2database,org.h2.util,Profiler,stopCollecting,12,2,0,312
h2database,org.h2.util,Profiler,run,12,2,0,330
h2database,org.h2.util,Profiler,tick,21,4,0,343
h2database,org.h2.util,Profiler,processList,45,12,1,365
h2database,org.h2.util,Profiler,startsWithAny,8,3,2,412
h2database,org.h2.util,Profiler,increment,21,6,3,421
h2database,org.h2.util,Profiler,getTop,4,1,1,444
h2database,org.h2.util,Profiler,getTopTraces,21,4,1,455
h2database,org.h2.util,Profiler,appendTop,32,9,5,477
h2database,org.h2.util,ScriptReader,ScriptReader,4,1,1,66
h2database,org.h2.util,ScriptReader,close,8,1,0,76
h2database,org.h2.util,ScriptReader,readStatement,11,2,0,88
h2database,org.h2.util,ScriptReader,readStatementLoop,144,40,0,105
h2database,org.h2.util,ScriptReader,startRemark,5,1,1,247
h2database,org.h2.util,ScriptReader,endRemark,4,1,0,253
h2database,org.h2.util,ScriptReader,clearRemark,5,2,0,258
h2database,org.h2.util,ScriptReader,read,6,2,0,264
h2database,org.h2.util,ScriptReader,readBuffer,28,6,0,271
h2database,org.h2.util,ScriptReader,isInsideRemark,3,1,0,307
h2database,org.h2.util,ScriptReader,isBlockRemark,3,1,0,317
h2database,org.h2.util,ScriptReader,setSkipRemarks,3,1,1,327
h2database,org.h2.util,SimpleColumnInfo,SimpleColumnInfo,7,1,5,42
h2database,org.h2.util,SimpleColumnInfo,equals,10,3,1,64
h2database,org.h2.util,SimpleColumnInfo,hashCode,3,1,0,76
h2database,org.h2.util,SmallLRUCache,SmallLRUCache,4,1,1,22
h2database,org.h2.util,SmallLRUCache,newInstance,3,1,1,27
h2database,org.h2.util,SmallLRUCache,setMaxSize,3,1,1,39
h2database,org.h2.util,SmallLRUCache,removeEldestEntry,3,1,1,43
h2database,org.h2.util,SmallMap,SmallMap,3,1,1,25
h2database,org.h2.util,SmallMap,addObject,18,5,2,34
h2database,org.h2.util,SmallMap,freeObject,7,2,1,61
h2database,org.h2.util,SmallMap,getObject,10,3,2,74
h2database,org.h2.util,SoftValuesHashMap,SoftValuesHashMap,3,1,0,29
h2database,org.h2.util,SoftValuesHashMap,processQueue,11,3,0,33
h2database,org.h2.util,SoftValuesHashMap,get,8,2,1,46
