Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no
h2database,org.h2.command,Parser,readExpressionOrIdentifier,6,2,0,8134
h2database,org.h2.command,Parser,parseUse,6,1,0,8141
h2database,org.h2.command,Parser,parseSetCollation,30,8,0,8148
h2database,org.h2.command,Parser,readSetCompatibility,82,20,1,8175
h2database,org.h2.command,Parser,parseRunScript,29,8,0,8259
h2database,org.h2.command,Parser,parseScript,71,18,0,8288
h2database,org.h2.command,Parser,isDualTable,3,1,1,8356
h2database,org.h2.command,Parser,readTableOrView,3,1,0,8369
h2database,org.h2.command,Parser,readTableOrView,28,8,1,8373
h2database,org.h2.command,Parser,getTableOrViewNotFoundDbException,14,3,1,8403
h2database,org.h2.command,Parser,getTableOrViewNotFoundDbException,3,1,2,8420
h2database,org.h2.command,Parser,getTableOrViewNotFoundDbException,16,5,2,8424
h2database,org.h2.command,Parser,findTableNameCandidates,11,3,3,8448
h2database,org.h2.command,Parser,findUserDefinedFunctionWithinPath,23,7,2,8460
h2database,org.h2.command,Parser,findSequence,16,5,2,8484
h2database,org.h2.command,Parser,readSequence,11,3,0,8502
h2database,org.h2.command,Parser,parseAlterTable,31,8,0,8516
h2database,org.h2.command,Parser,parseAlterTableAlter,76,12,3,8543
h2database,org.h2.command,Parser,getAlterTableAlterColumnDropDefaultExpression,9,1,5,8622
h2database,org.h2.command,Parser,parseAlterTableAlterColumnIdentity,40,6,4,8633
h2database,org.h2.command,Parser,parseAlterTableAlterColumnSet,49,10,6,8673
h2database,org.h2.command,Parser,parseAlterTableDrop,61,12,3,8723
h2database,org.h2.command,Parser,parseAlterTableDropCompatibility,30,4,3,8784
h2database,org.h2.command,Parser,parseAlterTableRename,34,3,3,8815
h2database,org.h2.command,Parser,parseAlterTableSet,15,3,3,8851
h2database,org.h2.command,Parser,parseAlterTableCompatibility,84,16,4,8867
h2database,org.h2.command,Parser,tableIfTableExists,7,2,3,8957
h2database,org.h2.command,Parser,columnIfTableExists,7,2,5,8965
h2database,org.h2.command,Parser,commandIfTableExists,3,1,4,8974
h2database,org.h2.command,Parser,parseAlterTableAlterColumnType,12,1,6,8981
h2database,org.h2.command,Parser,parseAlterTableAlterColumnDataType,41,9,5,8996
h2database,org.h2.command,Parser,parseAlterTableAddColumn,30,6,3,9039
h2database,org.h2.command,Parser,parseAlterColumnUsingIf,5,2,1,9068
h2database,org.h2.command,Parser,parseAction,16,4,0,9074
h2database,org.h2.command,Parser,parseCascadeOrRestrict,11,3,0,9091
h2database,org.h2.command,Parser,parseTableConstraintIf,121,24,3,9101
h2database,org.h2.command,Parser,parseReferences,34,8,3,9228
h2database,org.h2.command,Parser,parseCreateLinkedTable,47,8,3,9261
h2database,org.h2.command,Parser,parseCreateTable,72,19,3,9309
h2database,org.h2.command,Parser,parseTableColumnDefinition,18,4,4,9380
h2database,org.h2.command,Parser,newPrimaryKeyConstraintCommand,7,1,4,9400
h2database,org.h2.command,Parser,readColumnConstraints,72,14,4,9419
h2database,org.h2.command,Parser,parseCompatibilityIdentity,11,3,2,9489
h2database,org.h2.command,Parser,parseCreateTableMySQLTableOptions,66,17,1,9501
h2database,org.h2.command,Parser,readMySQLCharset,4,1,0,9558
h2database,org.h2.command,Parser,parseNotNullConstraint,6,2,1,9570
h2database,org.h2.command,Parser,parseNotNullConstraint,17,4,0,9577
h2database,org.h2.command,Parser,parseNotNullCompatibility,14,5,1,9593
h2database,org.h2.command,Parser,parseCreateSynonym,16,1,1,9609
h2database,org.h2.command,Parser,getCompareType,20,8,1,9627
h2database,org.h2.command,Parser,quoteIdentifier,9,3,2,9648
h2database,org.h2.command,Parser,setLiteralsChecked,3,1,1,9665
h2database,org.h2.command,Parser,setRightsChecked,3,1,1,9669
h2database,org.h2.command,Parser,setSuppliedParameters,3,1,1,9673
h2database,org.h2.command,Parser,parseExpression,6,1,1,9677
h2database,org.h2.command,Parser,parseDomainConstraintExpression,12,1,1,9690
h2database,org.h2.command,Parser,parseTableName,6,1,1,9708
h2database,org.h2.command,Parser,parseColumnList,41,10,2,9721
h2database,org.h2.command,Parser,getLastParseIndex,3,1,0,9768
h2database,org.h2.command,Parser,toString,3,1,0,9777
h2database,org.h2.command,Prepared,Prepared,4,1,1,77
h2database,org.h2.command,Prepared,isTransactional,0,1,0,87
h2database,org.h2.command,Prepared,queryMeta,0,1,0,95
h2database,org.h2.command,Prepared,getType,0,1,0,103
h2database,org.h2.command,Prepared,isReadOnly,3,1,0,110
h2database,org.h2.command,Prepared,needRecompile,7,2,0,119
h2database,org.h2.command,Prepared,getModificationMetaId,3,1,0,136
h2database,org.h2.command,Prepared,setModificationMetaId,3,1,1,146
h2database,org.h2.command,Prepared,setParameterList,3,1,1,155
h2database,org.h2.command,Prepared,getParameters,3,1,0,164
h2database,org.h2.command,Prepared,checkParameters,10,4,0,173
h2database,org.h2.command,Prepared,setCommand,3,1,1,191
h2database,org.h2.command,Prepared,isQuery,3,1,0,200
h2database,org.h2.command,Prepared,prepare,2,1,0,209
h2database,org.h2.command,Prepared,update,3,1,0,216
h2database,org.h2.command,Prepared,query,3,1,1,226
h2database,org.h2.command,Prepared,setSQL,4,1,2,238
h2database,org.h2.command,Prepared,getSQL,3,1,0,249
h2database,org.h2.command,Prepared,getSQLTokens,3,1,0,258
h2database,org.h2.command,Prepared,getPersistedObjectId,4,1,0,267
h2database,org.h2.command,Prepared,getObjectId,11,3,0,279
h2database,org.h2.command,Prepared,getPlanSQL,3,1,1,297
h2database,org.h2.command,Prepared,checkCanceled,7,2,0,307
h2database,org.h2.command,Prepared,setPersistedObjectId,4,1,1,320
h2database,org.h2.command,Prepared,setSession,3,1,1,330
h2database,org.h2.command,Prepared,trace,11,3,2,339
h2database,org.h2.command,Prepared,setPrepareAlways,3,1,1,360
h2database,org.h2.command,Prepared,setCurrentRowNumber,7,2,1,370
h2database,org.h2.command,Prepared,getCurrentRowNumber,3,1,0,383
h2database,org.h2.command,Prepared,setProgress,5,2,0,392
h2database,org.h2.command,Prepared,toString,3,1,0,402
h2database,org.h2.command,Prepared,getSimpleSQL,3,1,1,412
h2database,org.h2.command,Prepared,setRow,12,3,3,422
h2database,org.h2.command,Prepared,isCacheable,3,1,0,443
h2database,org.h2.command,Prepared,getCteCleanups,3,1,0,447
h2database,org.h2.command,Prepared,setCteCleanups,3,1,1,454
h2database,org.h2.command,Prepared,getSession,3,1,0,463
h2database,org.h2.command,Prepared,collectDependencies,2,1,1,467
h2database,org.h2.command,Token,IdentifierToken,6,1,4,438
h2database,org.h2.command,Token,tokenType,3,1,0,445
h2database,org.h2.command,Token,asIdentifier,3,1,0,450
h2database,org.h2.command,Token,isQuoted,3,1,0,455
h2database,org.h2.command,Token,needsUnicodeConversion,3,1,0,460
h2database,org.h2.command,Token,convertUnicode,9,2,1,465
h2database,org.h2.command,Token,toString,3,1,0,475
h2database,org.h2.command,Token,KeywordToken,4,1,2,486
h2database,org.h2.command,Token,tokenType,3,1,0,491
h2database,org.h2.command,Token,asIdentifier,3,1,0,496
h2database,org.h2.command,Token,toString,3,1,0,501
h2database,org.h2.command,Token,KeywordOrIdentifierToken,5,1,3,514
h2database,org.h2.command,Token,tokenType,3,1,0,520
h2database,org.h2.command,Token,asIdentifier,3,1,0,525
h2database,org.h2.command,Token,toString,3,1,0,530
h2database,org.h2.command,Token,LiteralToken,3,1,1,541
h2database,org.h2.command,Token,tokenType,3,1,0,545
h2database,org.h2.command,Token,toString,3,1,0,550
h2database,org.h2.command,Token,BinaryStringToken,4,1,2,561
h2database,org.h2.command,Token,value,6,2,1,566
h2database,org.h2.command,Token,CharacterStringToken,5,1,3,582
h2database,org.h2.command,Token,value,6,2,1,588
h2database,org.h2.command,Token,needsUnicodeConversion,3,1,0,596
h2database,org.h2.command,Token,convertUnicode,9,2,1,601
h2database,org.h2.command,Token,IntegerToken,4,1,2,617
h2database,org.h2.command,Token,value,6,2,1,622
h2database,org.h2.command,Token,BigintToken,4,1,2,636
h2database,org.h2.command,Token,value,6,2,1,641
h2database,org.h2.command,Token,ValueToken,4,1,2,653
h2database,org.h2.command,Token,value,3,1,1,658
h2database,org.h2.command,Token,ParameterToken,4,1,2,669
h2database,org.h2.command,Token,tokenType,3,1,0,674
h2database,org.h2.command,Token,asIdentifier,3,1,0,679
h2database,org.h2.command,Token,index,3,1,0,684
h2database,org.h2.command,Token,toString,3,1,0,688
h2database,org.h2.command,Token,EndOfInputToken,3,1,1,697
h2database,org.h2.command,Token,tokenType,3,1,0,701
h2database,org.h2.command,Token,Token,3,1,1,710
h2database,org.h2.command,Token,start,3,1,0,714
h2database,org.h2.command,Token,setStart,3,1,1,718
h2database,org.h2.command,Token,subtractFromStart,3,1,1,722
h2database,org.h2.command,Token,tokenType,0,1,0,726
h2database,org.h2.command,Token,asIdentifier,3,1,0,728
h2database,org.h2.command,Token,isQuoted,3,1,0,732
h2database,org.h2.command,Token,value,3,1,1,736
h2database,org.h2.command,Token,needsUnicodeConversion,3,1,0,740
h2database,org.h2.command,Token,convertUnicode,3,1,1,744
h2database,org.h2.command,Token,clone,8,1,0,748
h2database,org.h2.command,IdentifierToken,IdentifierToken,6,1,4,438
h2database,org.h2.command,IdentifierToken,tokenType,3,1,0,445
h2database,org.h2.command,IdentifierToken,asIdentifier,3,1,0,450
h2database,org.h2.command,IdentifierToken,isQuoted,3,1,0,455
h2database,org.h2.command,IdentifierToken,needsUnicodeConversion,3,1,0,460
h2database,org.h2.command,IdentifierToken,convertUnicode,9,2,1,465
h2database,org.h2.command,IdentifierToken,toString,3,1,0,475
h2database,org.h2.command,KeywordToken,KeywordToken,4,1,2,486
h2database,org.h2.command,KeywordToken,tokenType,3,1,0,491
h2database,org.h2.command,KeywordToken,asIdentifier,3,1,0,496
h2database,org.h2.command,KeywordToken,toString,3,1,0,501
h2database,org.h2.command,KeywordOrIdentifierToken,KeywordOrIdentifierToken,5,1,3,514
h2database,org.h2.command,KeywordOrIdentifierToken,tokenType,3,1,0,520
h2database,org.h2.command,KeywordOrIdentifierToken,asIdentifier,3,1,0,525
h2database,org.h2.command,KeywordOrIdentifierToken,toString,3,1,0,530
h2database,org.h2.command,LiteralToken,LiteralToken,3,1,1,541
h2database,org.h2.command,LiteralToken,tokenType,3,1,0,545
h2database,org.h2.command,LiteralToken,toString,3,1,0,550
h2database,org.h2.command,BinaryStringToken,BinaryStringToken,4,1,2,561
h2database,org.h2.command,BinaryStringToken,value,6,2,1,566
h2database,org.h2.command,CharacterStringToken,CharacterStringToken,5,1,3,582
h2database,org.h2.command,CharacterStringToken,value,6,2,1,588
h2database,org.h2.command,CharacterStringToken,needsUnicodeConversion,3,1,0,596
h2database,org.h2.command,CharacterStringToken,convertUnicode,9,2,1,601
h2database,org.h2.command,IntegerToken,IntegerToken,4,1,2,617
h2database,org.h2.command,IntegerToken,value,6,2,1,622
h2database,org.h2.command,BigintToken,BigintToken,4,1,2,636
h2database,org.h2.command,BigintToken,value,6,2,1,641
h2database,org.h2.command,ValueToken,ValueToken,4,1,2,653
h2database,org.h2.command,ValueToken,value,3,1,1,658
h2database,org.h2.command,ParameterToken,ParameterToken,4,1,2,669
h2database,org.h2.command,ParameterToken,tokenType,3,1,0,674
h2database,org.h2.command,ParameterToken,asIdentifier,3,1,0,679
h2database,org.h2.command,ParameterToken,index,3,1,0,684
h2database,org.h2.command,ParameterToken,toString,3,1,0,688
h2database,org.h2.command,EndOfInputToken,EndOfInputToken,3,1,1,697
h2database,org.h2.command,EndOfInputToken,tokenType,3,1,0,701
h2database,org.h2.command,Tokenizer,Tokenizer,6,1,4,155
h2database,org.h2.command,Tokenizer,tokenize,395,133,2,162
h2database,org.h2.command,Tokenizer,readIdentifier,8,2,6,548
h2database,org.h2.command,Tokenizer,readA,32,8,5,557
h2database,org.h2.command,Tokenizer,readB,6,1,5,583
h2database,org.h2.command,Tokenizer,readC,27,7,5,590
h2database,org.h2.command,Tokenizer,getTokenTypeCurrent,37,13,3,612
h2database,org.h2.command,Tokenizer,eqCurrent,8,3,4,646
h2database,org.h2.command,Tokenizer,readD,18,4,5,655
h2database,org.h2.command,Tokenizer,readE,21,5,5,671
h2database,org.h2.command,Tokenizer,readF,27,7,5,689
h2database,org.h2.command,Tokenizer,readG,6,1,5,711
h2database,org.h2.command,Tokenizer,readH,15,3,5,718
h2database,org.h2.command,Tokenizer,readI,35,8,5,732
h2database,org.h2.command,Tokenizer,readJ,6,1,5,764
h2database,org.h2.command,Tokenizer,readK,6,1,5,771
h2database,org.h2.command,Tokenizer,readL,24,6,5,778
h2database,org.h2.command,Tokenizer,readM,18,4,5,798
h2database,org.h2.command,Tokenizer,readN,18,4,5,814
h2database,org.h2.command,Tokenizer,readO,29,6,5,830
h2database,org.h2.command,Tokenizer,readP,6,1,5,857
h2database,org.h2.command,Tokenizer,readQ,6,1,5,864
h2database,org.h2.command,Tokenizer,readR,18,4,5,871
h2database,org.h2.command,Tokenizer,readS,30,8,5,887
h2database,org.h2.command,Tokenizer,readT,20,4,5,911
h2database,org.h2.command,Tokenizer,readU,27,7,5,929
h2database,org.h2.command,Tokenizer,readV,15,3,5,951
h2database,org.h2.command,Tokenizer,readW,21,5,5,965
h2database,org.h2.command,Tokenizer,readY,6,1,5,983
h2database,org.h2.command,Tokenizer,read_,5,1,5,990
h2database,org.h2.command,Tokenizer,readIdentifierOrKeyword,14,3,5,997
h2database,org.h2.command,Tokenizer,eq,11,4,4,1010
h2database,org.h2.command,Tokenizer,findIdentifierEnd,11,3,3,1022
h2database,org.h2.command,Tokenizer,extractIdentifier,3,1,3,1035
h2database,org.h2.command,Tokenizer,readQuotedIdentifier,26,6,7,1039
h2database,org.h2.command,Tokenizer,convertCase,9,3,1,1066
h2database,org.h2.command,Tokenizer,readBinaryString,15,3,5,1075
h2database,org.h2.command,Tokenizer,readCharacterString,42,10,6,1090
h2database,org.h2.command,Tokenizer,skipWhitespace,21,6,3,1131
h2database,org.h2.command,Tokenizer,readHexNumber,51,13,6,1152
h2database,org.h2.command,Tokenizer,readNumeric,25,9,6,1204
h2database,org.h2.command,Tokenizer,readNumeric,45,12,8,1230
h2database,org.h2.command,Tokenizer,finishBigInteger,22,5,8,1276
h2database,org.h2.command,Tokenizer,skipBracketedComment,23,7,4,1299
h2database,org.h2.command,Tokenizer,skipSimpleComment,6,2,3,1322
h2database,org.h2.command,Tokenizer,parseParameterIndex,15,4,4,1330
h2database,org.h2.command,Tokenizer,assignParameterIndex,16,4,2,1346
h2database,org.h2.command,Tokenizer,processUescape,37,12,2,1361
h2database,org.h2.command.ddl,AlterDomain,forAllDependencies,23,9,5,24
h2database,org.h2.command.ddl,AlterDomain,forTable,15,5,5,64
h2database,org.h2.command.ddl,AlterDomain,AlterDomain,3,1,2,85
h2database,org.h2.command.ddl,AlterDomain,setDomainName,3,1,1,89
h2database,org.h2.command.ddl,AlterDomain,setIfDomainExists,3,1,1,93
h2database,org.h2.command.ddl,AlterDomain,update,10,3,1,97
h2database,org.h2.command.ddl,AlterDomain,update,0,1,2,109
h2database,org.h2.command.ddl,AlterDomainAddConstraint,AlterDomainAddConstraint,4,1,3,29
h2database,org.h2.command.ddl,AlterDomainAddConstraint,generateConstraintName,6,2,1,34
h2database,org.h2.command.ddl,AlterDomainAddConstraint,update,8,1,2,41
h2database,org.h2.command.ddl,AlterDomainAddConstraint,tryUpdate,21,4,2,50
h2database,org.h2.command.ddl,AlterDomainAddConstraint,setConstraintName,3,1,1,80
h2database,org.h2.command.ddl,AlterDomainAddConstraint,getConstraintName,3,1,0,84
h2database,org.h2.command.ddl,AlterDomainAddConstraint,getType,3,1,0,88
h2database,org.h2.command.ddl,AlterDomainAddConstraint,setCheckExpression,3,1,1,93
h2database,org.h2.command.ddl,AlterDomainAddConstraint,setComment,3,1,1,97
h2database,org.h2.command.ddl,AlterDomainAddConstraint,setCheckExisting,3,1,1,101
h2database,org.h2.command.ddl,AlterDomainDropConstraint,AlterDomainDropConstraint,4,1,3,26
h2database,org.h2.command.ddl,AlterDomainDropConstraint,setConstraintName,3,1,1,31
h2database,org.h2.command.ddl,AlterDomainDropConstraint,update,12,3,2,35
h2database,org.h2.command.ddl,AlterDomainDropConstraint,getType,3,1,0,49
h2database,org.h2.command.ddl,AlterDomainExpressions,AlterDomainExpressions,4,1,3,30
h2database,org.h2.command.ddl,AlterDomainExpressions,setExpression,3,1,1,35
h2database,org.h2.command.ddl,AlterDomainExpressions,update,17,4,2,39
h2database,org.h2.command.ddl,AlterDomainExpressions,copyColumn,3,1,2,58
h2database,org.h2.command.ddl,AlterDomainExpressions,copyDomain,3,1,2,62
h2database,org.h2.command.ddl,AlterDomainExpressions,copyExpressions,22,5,3,66
h2database,org.h2.command.ddl,AlterDomainExpressions,getType,3,1,0,87
h2database,org.h2.command.ddl,AlterDomainRename,AlterDomainRename,3,1,2,23
h2database,org.h2.command.ddl,AlterDomainRename,setNewDomainName,3,1,1,27
h2database,org.h2.command.ddl,AlterDomainRename,update,14,4,2,31
h2database,org.h2.command.ddl,AlterDomainRename,getType,3,1,0,47
h2database,org.h2.command.ddl,AlterDomainRenameConstraint,AlterDomainRenameConstraint,3,1,2,27
h2database,org.h2.command.ddl,AlterDomainRenameConstraint,setConstraintName,3,1,1,31
h2database,org.h2.command.ddl,AlterDomainRenameConstraint,setNewConstraintName,3,1,1,35
h2database,org.h2.command.ddl,AlterDomainRenameConstraint,update,11,3,2,39
h2database,org.h2.command.ddl,AlterDomainRenameConstraint,getType,3,1,0,54
h2database,org.h2.command.ddl,AlterIndexRename,AlterIndexRename,3,1,1,28
h2database,org.h2.command.ddl,AlterIndexRename,setIfExists,3,1,1,32
h2database,org.h2.command.ddl,AlterIndexRename,setOldSchema,3,1,1,36
h2database,org.h2.command.ddl,AlterIndexRename,setOldName,3,1,1,40
h2database,org.h2.command.ddl,AlterIndexRename,setNewName,3,1,1,44
h2database,org.h2.command.ddl,AlterIndexRename,update,16,4,0,48
h2database,org.h2.command.ddl,AlterIndexRename,getType,3,1,0,69
h2database,org.h2.command.ddl,AlterSchemaRename,AlterSchemaRename,3,1,1,26
h2database,org.h2.command.ddl,AlterSchemaRename,setOldSchema,3,1,1,30
h2database,org.h2.command.ddl,AlterSchemaRename,setNewName,3,1,1,34
h2database,org.h2.command.ddl,AlterSchemaRename,update,20,5,0,38
h2database,org.h2.command.ddl,AlterSchemaRename,getType,3,1,0,60
h2database,org.h2.command.ddl,AlterSequence,AlterSequence,4,1,2,34
h2database,org.h2.command.ddl,AlterSequence,setIfExists,3,1,1,39
h2database,org.h2.command.ddl,AlterSequence,setSequenceName,3,1,1,43
h2database,org.h2.command.ddl,AlterSequence,setOptions,3,1,1,47
h2database,org.h2.command.ddl,AlterSequence,isTransactional,3,1,0,51
h2database,org.h2.command.ddl,AlterSequence,setColumn,8,2,2,56
h2database,org.h2.command.ddl,AlterSequence,update,23,6,1,72
h2database,org.h2.command.ddl,AlterSequence,getType,3,1,0,101
h2database,org.h2.command.ddl,AlterTable,AlterTable,3,1,2,24
h2database,org.h2.command.ddl,AlterTable,setTableName,3,1,1,28
h2database,org.h2.command.ddl,AlterTable,setIfTableExists,3,1,1,32
h2database,org.h2.command.ddl,AlterTable,update,11,3,0,36
h2database,org.h2.command.ddl,AlterTable,update,0,1,1,49
h2database,org.h2.command.ddl,AlterTableAddConstraint,AlterTableAddConstraint,5,1,4,56
h2database,org.h2.command.ddl,AlterTableAddConstraint,generateConstraintName,6,2,1,62
h2database,org.h2.command.ddl,AlterTableAddConstraint,update,24,3,1,69
h2database,org.h2.command.ddl,AlterTableAddConstraint,tryUpdate,190,38,1,92
h2database,org.h2.command.ddl,AlterTableAddConstraint,createUniqueConstraint,35,4,4,304
h2database,org.h2.command.ddl,AlterTableAddConstraint,addConstraintToTable,9,2,3,338
h2database,org.h2.command.ddl,AlterTableAddConstraint,createIndex,21,2,3,347
h2database,org.h2.command.ddl,AlterTableAddConstraint,setDeleteAction,3,1,1,371
h2database,org.h2.command.ddl,AlterTableAddConstraint,setUpdateAction,3,1,1,375
h2database,org.h2.command.ddl,AlterTableAddConstraint,getUniqueConstraint,16,6,2,379
h2database,org.h2.command.ddl,AlterTableAddConstraint,getIndex,14,5,3,396
h2database,org.h2.command.ddl,AlterTableAddConstraint,canUseIndex,24,7,4,411
h2database,org.h2.command.ddl,AlterTableAddConstraint,setConstraintName,3,1,1,436
h2database,org.h2.command.ddl,AlterTableAddConstraint,getConstraintName,3,1,0,440
h2database,org.h2.command.ddl,AlterTableAddConstraint,getType,3,1,0,444
h2database,org.h2.command.ddl,AlterTableAddConstraint,setCheckExpression,3,1,1,449
h2database,org.h2.command.ddl,AlterTableAddConstraint,setIndexColumns,3,1,1,453
h2database,org.h2.command.ddl,AlterTableAddConstraint,getIndexColumns,3,1,0,457
h2database,org.h2.command.ddl,AlterTableAddConstraint,setRefTableName,4,1,2,461
h2database,org.h2.command.ddl,AlterTableAddConstraint,setRefIndexColumns,3,1,1,472
h2database,org.h2.command.ddl,AlterTableAddConstraint,setIndex,3,1,1,476
h2database,org.h2.command.ddl,AlterTableAddConstraint,setRefIndex,3,1,1,480
h2database,org.h2.command.ddl,AlterTableAddConstraint,setComment,3,1,1,484
h2database,org.h2.command.ddl,AlterTableAddConstraint,setCheckExisting,3,1,1,488
h2database,org.h2.command.ddl,AlterTableAddConstraint,setPrimaryKeyHash,3,1,1,492
h2database,org.h2.command.ddl,AlterTableAlterColumn,AlterTableAlterColumn,3,1,2,77
h2database,org.h2.command.ddl,AlterTableAlterColumn,setIfTableExists,3,1,1,81
h2database,org.h2.command.ddl,AlterTableAlterColumn,setTableName,3,1,1,85
h2database,org.h2.command.ddl,AlterTableAlterColumn,setOldColumn,3,1,1,89
h2database,org.h2.command.ddl,AlterTableAlterColumn,setAddFirst,3,1,0,93
h2database,org.h2.command.ddl,AlterTableAlterColumn,setAddBefore,3,1,1,100
h2database,org.h2.command.ddl,AlterTableAlterColumn,setAddAfter,3,1,1,104
h2database,org.h2.command.ddl,AlterTableAlterColumn,update,184,43,0,108
h2database,org.h2.command.ddl,AlterTableAlterColumn,checkDefaultReferencesTable,11,3,2,288
h2database,org.h2.command.ddl,AlterTableAlterColumn,checkClustering,5,2,1,301
h2database,org.h2.command.ddl,AlterTableAlterColumn,convertIdentityColumn,9,3,2,310
h2database,org.h2.command.ddl,AlterTableAlterColumn,removeSequence,8,2,2,321
h2database,org.h2.command.ddl,AlterTableAlterColumn,copyData,65,15,3,330
h2database,org.h2.command.ddl,AlterTableAlterColumn,cloneTableStructure,179,43,5,396
h2database,org.h2.command.ddl,AlterTableAlterColumn,addColumn,10,3,3,585
h2database,org.h2.command.ddl,AlterTableAlterColumn,checkViews,19,1,2,596
h2database,org.h2.command.ddl,AlterTableAlterColumn,checkViewsAreValid,14,3,1,620
h2database,org.h2.command.ddl,AlterTableAlterColumn,execute,5,1,1,642
h2database,org.h2.command.ddl,AlterTableAlterColumn,checkNullable,14,5,1,648
h2database,org.h2.command.ddl,AlterTableAlterColumn,checkNoNullValues,12,2,1,663
h2database,org.h2.command.ddl,AlterTableAlterColumn,setType,3,1,1,676
h2database,org.h2.command.ddl,AlterTableAlterColumn,setSelectivity,3,1,1,680
h2database,org.h2.command.ddl,AlterTableAlterColumn,setDefaultExpression,3,1,1,684
h2database,org.h2.command.ddl,AlterTableAlterColumn,setUsingExpression,3,1,1,693
h2database,org.h2.command.ddl,AlterTableAlterColumn,setNewColumn,3,1,1,702
h2database,org.h2.command.ddl,AlterTableAlterColumn,getType,3,1,0,706
h2database,org.h2.command.ddl,AlterTableAlterColumn,setIfNotExists,3,1,1,711
h2database,org.h2.command.ddl,AlterTableAlterColumn,addColumn,6,2,1,715
h2database,org.h2.command.ddl,AlterTableAlterColumn,setColumnsToRemove,3,1,1,723
h2database,org.h2.command.ddl,AlterTableAlterColumn,setBooleanFlag,3,1,1,727
h2database,org.h2.command.ddl,AlterTableDropConstraint,AlterTableDropConstraint,5,1,3,29
h2database,org.h2.command.ddl,AlterTableDropConstraint,setConstraintName,3,1,1,36
h2database,org.h2.command.ddl,AlterTableDropConstraint,setDropAction,3,1,1,40
h2database,org.h2.command.ddl,AlterTableDropConstraint,update,30,9,1,44
h2database,org.h2.command.ddl,AlterTableDropConstraint,getType,3,1,0,77
h2database,org.h2.command.ddl,AlterTableRename,AlterTableRename,3,1,2,25
h2database,org.h2.command.ddl,AlterTableRename,setNewTableName,3,1,1,29
h2database,org.h2.command.ddl,AlterTableRename,update,20,5,1,33
h2database,org.h2.command.ddl,AlterTableRename,getType,3,1,0,55
h2database,org.h2.command.ddl,AlterTableRename,setHidden,3,1,1,60
h2database,org.h2.command.ddl,AlterTableRenameColumn,AlterTableRenameColumn,3,1,2,27
h2database,org.h2.command.ddl,AlterTableRenameColumn,setIfExists,3,1,1,31
h2database,org.h2.command.ddl,AlterTableRenameColumn,setOldColumnName,3,1,1,35
h2database,org.h2.command.ddl,AlterTableRenameColumn,setNewColumnName,3,1,1,39
h2database,org.h2.command.ddl,AlterTableRenameColumn,update,23,6,1,43
h2database,org.h2.command.ddl,AlterTableRenameColumn,getType,3,1,0,71
h2database,org.h2.command.ddl,AlterTableRenameConstraint,AlterTableRenameConstraint,3,1,2,29
h2database,org.h2.command.ddl,AlterTableRenameConstraint,setConstraintName,3,1,1,33
h2database,org.h2.command.ddl,AlterTableRenameConstraint,setNewConstraintName,3,1,1,37
h2database,org.h2.command.ddl,AlterTableRenameConstraint,update,17,4,1,41
h2database,org.h2.command.ddl,AlterTableRenameConstraint,getType,3,1,0,61
h2database,org.h2.command.ddl,AlterUser,AlterUser,3,1,1,32
h2database,org.h2.command.ddl,AlterUser,setType,3,1,1,36
h2database,org.h2.command.ddl,AlterUser,setNewName,3,1,1,40
h2database,org.h2.command.ddl,AlterUser,setUser,3,1,1,44
h2database,org.h2.command.ddl,AlterUser,setAdmin,3,1,1,48
h2database,org.h2.command.ddl,AlterUser,setSalt,3,1,1,52
h2database,org.h2.command.ddl,AlterUser,setHash,3,1,1,56
h2database,org.h2.command.ddl,AlterUser,setPassword,3,1,1,60
h2database,org.h2.command.ddl,AlterUser,update,31,7,0,64
h2database,org.h2.command.ddl,AlterUser,getType,3,1,0,96
h2database,org.h2.command.ddl,AlterView,AlterView,3,1,1,22
h2database,org.h2.command.ddl,AlterView,setIfExists,3,1,1,26
h2database,org.h2.command.ddl,AlterView,setView,3,1,1,30
h2database,org.h2.command.ddl,AlterView,update,11,3,0,34
h2database,org.h2.command.ddl,AlterView,getType,3,1,0,47
h2database,org.h2.command.ddl,Analyze,SelectivityData,4,1,0,48
h2database,org.h2.command.ddl,Analyze,add,19,4,1,53
h2database,org.h2.command.ddl,Analyze,getSelectivity,13,3,1,72
h2database,org.h2.command.ddl,Analyze,currentSize,7,2,0,85
h2database,org.h2.command.ddl,Analyze,add,19,4,1,93
h2database,org.h2.command.ddl,Analyze,rehash,12,3,0,114
h2database,org.h2.command.ddl,Analyze,Analyze,4,1,1,138
h2database,org.h2.command.ddl,Analyze,setTable,3,1,1,143
h2database,org.h2.command.ddl,Analyze,update,15,4,0,147
h2database,org.h2.command.ddl,Analyze,analyzeTable,45,12,4,163
h2database,org.h2.command.ddl,Analyze,setTop,3,1,1,224
h2database,org.h2.command.ddl,Analyze,getType,3,1,0,228
h2database,org.h2.command.ddl,SelectivityData,SelectivityData,4,1,0,48
h2database,org.h2.command.ddl,SelectivityData,add,19,4,1,53
h2database,org.h2.command.ddl,SelectivityData,getSelectivity,13,3,1,72
h2database,org.h2.command.ddl,SelectivityData,currentSize,7,2,0,85
h2database,org.h2.command.ddl,SelectivityData,add,19,4,1,93
h2database,org.h2.command.ddl,SelectivityData,rehash,12,3,0,114
