Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
h2database,org.h2.expression,BinaryOperation,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: ValueBigDecimalBase; TypeInfo; ExtTypeInfoGeometry; EWKTUtils; EWKTSource; StringUtils; SysProperties; Utils; IOUtils; DataUtils; DbException; Value; ValueClob; FileStore; LobData; ValueLob; LobStorageInterface; LobStorageFrontend; SessionRemote; TraceSystem; Trace; ConnectionInfo; TimeZoneProvider; Simple; DateTimeUtils; ValueTimestamp; CompareMode; CompareModeIcu4J; JdbcUtils; NetworkConnectionInfo; NetUtils; CipherFactory; XTEA; JdbcConnection; Session; Mode; ResultInterface; JdbcStatement; JdbcResultSet; JdbcPreparedStatement; MergedResult; SimpleResult; Column; JdbcResultSetMetaData; TraceObject; DataType; ExtTypeInfoRow; ParserUtil; ValueNull; ValueBoolean; ValueTinyint; ValueSmallint; ValueInteger; ValueBigint; ValueNumeric; ValueReal; ValueDouble; ValueDate; ValueTime; ValueTimeTimeZone; ValueTimestampTimeZone; ValueUuid; ValueInterval; IntervalUtils; ValueToObjectConverter; Interval; JdbcLob; LobPipedOutputStream; ValueJavaObject; ValueVarchar; ValueVarbinary; ValueChar; JSR310Utils; ValueGeometry; EWKBUtils; EWKBSource; JTSUtils; GeometryTarget; GeometryUtils; LegacyDateTimeUtils; ValueArray; ValueRow; ParameterInterface; JdbcParameterMetaData; JdbcBlob; JdbcArray; UpdatableRow; JdbcClob; JdbcSQLXML; JdbcDatabaseMetaData; JdbcCallableStatement; JdbcSavepoint; SimpleResultSet; SimpleArray; CompareModeDefault; WithTimeZone; DbSettings; SortedProperties; TempFileDeleter; DynamicSettings; Transfer; ExtTypeInfoEnum; ValueEnum; ValueBlob; LobDataDatabase; ValueDecfloat; Data; ValueBinary; ValueEnumBase; ValueVarcharIgnoreCase; ValueJson; JSONBytesSource; JSONStringSource; JSONByteArrayTarget; ByteStack; Engine; Database; SessionLocal; Sequence; Schema; RightOwner; Role; Table; Column; Expression; ColumnResolver; ExpressionColumn; Constant; ValueExpression; TableFilter; TableFilterVisitor; Select; SelectGroups; Grouped; Plain; DataAnalysisOperation; Window; WindowFrame; WindowFrameBound; SortOrder; QueryOrderBy; BiReverseItr; BiItr; TriReverseItr; TriItr; PartitionData; ExpressionVisitor; AllColumnsForPlan; DbObject; Parser; Token; CreateView; Query; LocalResult; ResultExternal; Row; DefaultRow; SearchRow; MVTempResult; MVStore; FileStore; FreeSpaceBitSet; FilePathCache; CacheLongKeyLIRS; Segment; FileCache; Chunk; WriteBuffer; MVMap; DataType; DecisionMaker; CursorPos; Page; PageReference; NonLeaf; IncompleteNonLeaf; Leaf; RootReference; EqualsDecisionMaker; RewriteDecisionMaker; Cursor; MemoryEstimator; RemovedPageInfo; BackgroundWriterThread; Builder; StringDataType; MVStoreTool; GenericDataType; TransactionStore; RollbackListener; MetaType; StatefulDataType; Record; Transaction; TransactionMap; Snapshot; TxDecisionMaker; VersionedValueUncommitted; RepeatableIterator; TMIterator; ValidationIterator; UncommittedIterator; CommittedIterator; CommitDecisionMaker; VersionedValueType; Factory; TxMapBuilder; TMVMap; RollbackDecisionMaker; LongDataType; CloseImpl; MVSortedTempResult; ValueDataType; RowFactory; RowDataType; Factory; DefaultRowFactory; IndexColumn; SimpleRowValue; Sparse; Holder; NullValueDataType; MVPlainTempResult; Store; CreateTableData; MVTable; MVPrimaryIndex; MVStoreCursor; MVIndex; MVDelegateIndex; MVSpatialIndex; MVRTreeMap; SpatialDataType; IntersectsRTreeCursor; ContainsRTreeCursor; SpatialKey; RTreeCursor; SpatialKeyIterator; FindBoundsCursor; IndexCondition; Comparison; NullPredicate; ExpressionList; ConditionIn; ConditionInConstantSet; TypedValueExpression; MVSecondaryIndex; Source; Comparator; Index; ConstraintReferential; ConstraintUnique; Constraint; Prepared; Command; ResultWithPaddedStrings; Parameter; MVInDoubtTransaction; InDoubtTransaction; ResultTarget; TableView; CommandContainer; ResultWithGeneratedKeys; DataChangeStatement; GeneratedKeysCollector; CommandList; BackupCommand; FileLister; FileLock; Driver; Analyze; SelectivityData; Right; TransactionCommand; PrepareProcedure; Procedure; Update; SetClauseList; UpdateAction; RowExpression; SetSimple; SetMultiple; Insert; ConditionAndOr; ConditionNot; ConditionAndOrN; Condition; DataChangeDeltaTable; PlanItem; Delete; Merge; MergeUsing; When; CommandWithValues; TableValueConstructor; TableValueConstructorTable; TableValueColumnResolver; ArrayTableFunction; IndexHints; FunctionAlias; SourceCompiler; GroovyCompiler; JavaMethod; ValueToObjectConverter2; TruncateTable; SetComment; Comment; DropTable; SchemaAndTable; DropIndex; DropUser; User; DropSequence; DropConstant; DropTrigger; TriggerObject; DropView; DropRole; DropFunctionAlias; DropSchema; DropDatabase; DropSynonym; TableSynonym; CreateSynonymData; DropDomain; Domain; ConstraintDomain; DomainColumnResolver; CheckExistingData; AlterDomain; AlterTableAddConstraint; ConstraintCheck; AlterDomainAddConstraint; ColumnTemplate; DropAggregate; UserAggregate; AggregateWrapper; ExecuteProcedure; Call; TableFunction; UserDefinedFunction; DeallocateProcedure; Explain; SelectUnion; LazyResultUnion; ConcatenationOperation; ConcatFunction; JavaAggregate; Aggregate; AggregateData; AggregateDataCount; AggregateDataDefault; BitFunction; AggregateDataAvg; AggregateDataStdVar; AggregateDataDistinctWithCounts; AggregateDataCovar; AggregateDataCorr; AggregateDataCollecting; AggregateDataEnvelope; JsonConstructorUtils; JSONStringTarget; Percentile; JsonConstructorFunction; Subquery; Format; AbstractAggregate; FunctionsPostgreSQL; CurrentGeneralValueSpecification; PgServer; PgServerThread; Prepared; Portal; ScriptReader; Tool; ToDateParser; ToDateTokenizer; YearParslet; MonthParslet; ToCharFunction; DateTimeFunction; DayParslet; TimeParslet; InlineParslet; ToDateParslet; SimpleCase; SimpleWhen; ModeFunction; CompatibilityDateTimeValueFunction; CurrentDateTimeValueFunction; FunctionsLegacy; FunctionsDB2Derby; FunctionsMSSQLServer; StringFunction; CoalesceFunction; RandFunction; FunctionsMySQL; FunctionsOracle; DateTimeFormatFunction; SubstringFunction; WindowFunction; Wildcard; BinaryOperation; IntervalOperation; CompatibilityDatePlusTimeOperation; UnaryOperation; SetFunction; Variable; SearchedCase; Tokenizer; SequenceOptions; CreateIndex; GrantRevoke; CreateRole; CreateSchema; CreateSequence; CreateConstant; CreateAggregate; CreateDomain; CreateTrigger; CreateUser; CreateFunctionAlias; AlterIndexRename; AlterDomainDropConstraint; AlterDomainExpressions; AlterDomainRenameConstraint; AlterDomainRename; AlterTableRename; AlterView; AlterSchemaRename; AlterSequence; AlterUser; Set; Setting; AuthenticatorFactory; DefaultAuthenticator; CredentialsValidator; AuthenticationInfo; UserToRolesMapper; ConfigProperties; UserBuilder; TimeZoneOperation; RunScriptCommand; ScriptCommand; AlterTableRenameColumn; AlterTableAlterColumn; SchemaObject; TableBase; AlterTableDropConstraint; AlterTableRenameConstraint; AlterTableSet; CreateLinkedTable; TableLink; TableLinkConnection; LinkedIndex; LinkedCursor; CreateTable; CommandWithColumns; DefineCommand; CreateSynonym; RangeTable; RangeIndex; RangeCursor; SingleRowCursor; MathFunction; CastSpecification; StringFunction1; TrimFunction; MathFunction1; MathFunction2; DayMonthNameFunction; StringFunction2; LengthFunction; RegexpFunction; XMLFunction; ArrayFunction; CompressFunction; CompressTool; SoundexFunction; CryptFunction; HashFunction; SessionControlFunction; SysInfoFunction; TableInfoFunction; FileFunction; DBObjectFunction; QueryExpressionTable; QueryExpressionIndex; QueryExpressionCursor; CacheKey; BuiltinFunctions; LazyResultGroupSorted; LazyResultQueryFlat; LazyResultSelect; LazyResult; SelectListColumnResolver; Optimizer; Plan; Permutations; IndexCursor; MapColumnsVisitor; GeneratedColumnResolver; SequenceAndPrepared; TimeoutValue; RowNumberAndValue; DelayedDatabaseCloser; Server; WebServer; TranslateThread; WebThread; PageParser; WebSession; DbContents; DbSchema; DbTableOrView; DbColumn; DbProcedure; Bnf; Rule; Sentence; BnfVisitor; RuleHead; RuleFixed; Csv; RuleList; RuleElement; RuleOptional; RuleExtension; RuleRepeat; DbContextRule; Help; ConnectionInfo; TcpServer; TcpServerThread; SmallMap; GeneratedKeysMode; ParameterRemote; ResultColumn; DatabaseMetaServer; Authenticator; MetaRecord; TableEngine; Type; BlobReference; OnExitDatabaseCloser; DeleteDbFiles; DatabaseHolder; GeoJsonUtils; GeoJsonTarget; JSONValue; JSONObject; JSONArray; EWKTTarget
h2database,org.h2.expression,BinaryOperation,Insufficient Modularization,The tool detected the smell in this class because the class is highly complex. The sum of cyclomatic complexity of all methods of this class (i.e. WMC) is: 109
h2database,org.h2.expression,CompatibilityDatePlusTimeOperation,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Operation2
h2database,org.h2.expression,ConcatenationOperation,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): OperationN
h2database,org.h2.expression,DomainValueExpression,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
h2database,org.h2.expression,Expression,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: MAP_INITIAL; MAP_IN_WINDOW; MAP_IN_AGGREGATE; AUTO_PARENTHESES; WITH_PARENTHESES; WITHOUT_PARENTHESES; addedToFilter
h2database,org.h2.expression,Expression,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: Alias; ArrayConstructorByQuery; ExpressionColumn; ExpressionList; Operation0; Operation1; Operation1_2; Operation2; OperationN; SimpleCase; Subquery; Wildcard
h2database,org.h2.expression,Expression,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 40 public methods
h2database,org.h2.expression,ExpressionColumn,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 27 public methods
h2database,org.h2.expression,ExpressionColumn,Hub-like Modularization,The tool detected the smell in this class because this class has high number of incoming as well as outgoing dependencies. Incoming dependecies: CommandContainer; Insert; Query; Select; SelectListColumnResolver; TableValueConstructor; TableValueColumnResolver; Aggregate; AggregateDataEnvelope; Percentile; BooleanTest; CompareLike; Comparison; ConditionIn; ConditionInConstantSet; ConditionInParameter; ConditionInQuery; NullPredicate; CompatibilitySequenceValueFunction; ArrayTableFunction; FullText; FullTextLucene; IndexCondition; SortOrder; ColumnResolver. Outgoing dependencies: Database; ColumnResolver; Column; SessionLocal; Schema; Constant; Expression; Select; SelectGroups; Value; TableFilter; Table; ExpressionVisitor; ErrorCode; DataAnalysisOperation; TypeInfo; Comparison; ValueExpression; ValueBoolean; ValueNumeric; ValueReal; ValueDouble; ValueDecfloat; ParserUtil; DbException; ModeFunction; StringUtils; IndexCondition; ValueTinyint; ValueSmallint; ValueInteger; ValueBigint
h2database,org.h2.expression,ExpressionVisitor,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INDEPENDENT; INDEPENDENT_VISITOR; OPTIMIZABLE_AGGREGATE; DETERMINISTIC; DETERMINISTIC_VISITOR; EVALUATABLE; EVALUATABLE_VISITOR; CACHED; INDEPENDENT_VISITORS; EVALUATABLE_VISITORS; SET_MAX_DATA_MODIFICATION_ID; READONLY; READONLY_VISITOR; NOT_FROM_RESOLVER; GET_DEPENDENCIES; QUERY_COMPARABLE; GET_COLUMNS1; GET_COLUMNS2; DECREMENT_QUERY_LEVEL; QUERY_COMPARABLE_VISITOR; type; queryLevel; set; columns1; table; maxDataModificationId; resolver
h2database,org.h2.expression,FieldReference,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
h2database,org.h2.expression,FieldReference,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Operation1
h2database,org.h2.expression,Format,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Operation1
h2database,org.h2.expression,IntervalOperation,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Operation2
h2database,org.h2.expression,Rownum,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
h2database,org.h2.expression,SearchedCase,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): OperationN
h2database,org.h2.expression,SequenceValue,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
h2database,org.h2.expression,SequenceValue,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Operation0
h2database,org.h2.expression,TimeZoneOperation,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Operation1_2
h2database,org.h2.expression,TypedValueExpression,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: UNKNOWN; type
h2database,org.h2.expression,UnaryOperation,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Operation1
h2database,org.h2.expression,ValueExpression,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: NULL; DEFAULT; TRUE; FALSE; value
h2database,org.h2.expression,ValueExpression,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Operation0
h2database,org.h2.expression,ValueExpression,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: TypedValueExpression
h2database,org.h2.expression,Variable,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Operation0
h2database,org.h2.expression.analysis,DataAnalysisOperation,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: STAGE_RESET; STAGE_GROUP; STAGE_WINDOW; select; over; overOrderBySort; numFrameExpressions; lastGroupRowId
h2database,org.h2.expression.analysis,DataAnalysisOperation,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: ValueBigDecimalBase; TypeInfo; ExtTypeInfoGeometry; EWKTUtils; EWKTSource; StringUtils; SysProperties; Utils; IOUtils; DataUtils; DbException; Value; ValueClob; FileStore; LobData; ValueLob; LobStorageInterface; LobStorageFrontend; SessionRemote; TraceSystem; Trace; ConnectionInfo; TimeZoneProvider; Simple; DateTimeUtils; ValueTimestamp; CompareMode; CompareModeIcu4J; JdbcUtils; NetworkConnectionInfo; NetUtils; CipherFactory; XTEA; JdbcConnection; Session; Mode; ResultInterface; JdbcStatement; JdbcResultSet; JdbcPreparedStatement; MergedResult; SimpleResult; Column; JdbcResultSetMetaData; TraceObject; DataType; ExtTypeInfoRow; ParserUtil; ValueNull; ValueBoolean; ValueTinyint; ValueSmallint; ValueInteger; ValueBigint; ValueNumeric; ValueReal; ValueDouble; ValueDate; ValueTime; ValueTimeTimeZone; ValueTimestampTimeZone; ValueUuid; ValueInterval; IntervalUtils; ValueToObjectConverter; Interval; JdbcLob; LobPipedOutputStream; ValueJavaObject; ValueVarchar; ValueVarbinary; ValueChar; JSR310Utils; ValueGeometry; EWKBUtils; EWKBSource; JTSUtils; GeometryTarget; GeometryUtils; LegacyDateTimeUtils; ValueArray; ValueRow; ParameterInterface; JdbcParameterMetaData; JdbcBlob; JdbcArray; UpdatableRow; JdbcClob; JdbcSQLXML; JdbcDatabaseMetaData; JdbcCallableStatement; JdbcSavepoint; SimpleResultSet; SimpleArray; CompareModeDefault; WithTimeZone; DbSettings; SortedProperties; TempFileDeleter; DynamicSettings; Transfer; ExtTypeInfoEnum; ValueEnum; ValueBlob; LobDataDatabase; ValueDecfloat; Data; ValueBinary; ValueEnumBase; ValueVarcharIgnoreCase; ValueJson; JSONBytesSource; JSONStringSource; JSONByteArrayTarget; ByteStack; Engine; Database; SessionLocal; Sequence; Schema; RightOwner; Role; Table; Column; Expression; ColumnResolver; ExpressionColumn; Constant; ValueExpression; TableFilter; TableFilterVisitor; Select; SelectGroups; Grouped; Plain; DataAnalysisOperation; Window; WindowFrame; WindowFrameBound; SortOrder; QueryOrderBy; BiReverseItr; BiItr; TriReverseItr; TriItr; PartitionData; ExpressionVisitor; AllColumnsForPlan; DbObject; Parser; Token; CreateView; Query; LocalResult; ResultExternal; Row; DefaultRow; SearchRow; MVTempResult; MVStore; FileStore; FreeSpaceBitSet; FilePathCache; CacheLongKeyLIRS; Segment; FileCache; Chunk; WriteBuffer; MVMap; DataType; DecisionMaker; CursorPos; Page; PageReference; NonLeaf; IncompleteNonLeaf; Leaf; RootReference; EqualsDecisionMaker; RewriteDecisionMaker; Cursor; MemoryEstimator; RemovedPageInfo; BackgroundWriterThread; Builder; StringDataType; MVStoreTool; GenericDataType; TransactionStore; RollbackListener; MetaType; StatefulDataType; Record; Transaction; TransactionMap; Snapshot; TxDecisionMaker; VersionedValueUncommitted; RepeatableIterator; TMIterator; ValidationIterator; UncommittedIterator; CommittedIterator; CommitDecisionMaker; VersionedValueType; Factory; TxMapBuilder; TMVMap; RollbackDecisionMaker; LongDataType; CloseImpl; MVSortedTempResult; ValueDataType; RowFactory; RowDataType; Factory; DefaultRowFactory; IndexColumn; SimpleRowValue; Sparse; Holder; NullValueDataType; MVPlainTempResult; Store; CreateTableData; MVTable; MVPrimaryIndex; MVStoreCursor; MVIndex; MVDelegateIndex; MVSpatialIndex; MVRTreeMap; SpatialDataType; IntersectsRTreeCursor; ContainsRTreeCursor; SpatialKey; RTreeCursor; SpatialKeyIterator; FindBoundsCursor; IndexCondition; Comparison; NullPredicate; ExpressionList; ConditionIn; ConditionInConstantSet; TypedValueExpression; MVSecondaryIndex; Source; Comparator; Index; ConstraintReferential; ConstraintUnique; Constraint; Prepared; Command; ResultWithPaddedStrings; Parameter; MVInDoubtTransaction; InDoubtTransaction; ResultTarget; TableView; CommandContainer; ResultWithGeneratedKeys; DataChangeStatement; GeneratedKeysCollector; CommandList; BackupCommand; FileLister; FileLock; Driver; Analyze; SelectivityData; Right; TransactionCommand; PrepareProcedure; Procedure; Update; SetClauseList; UpdateAction; RowExpression; SetSimple; SetMultiple; Insert; ConditionAndOr; ConditionNot; ConditionAndOrN; Condition; DataChangeDeltaTable; PlanItem; Delete; Merge; MergeUsing; When; CommandWithValues; TableValueConstructor; TableValueConstructorTable; TableValueColumnResolver; ArrayTableFunction; IndexHints; FunctionAlias; SourceCompiler; GroovyCompiler; JavaMethod; ValueToObjectConverter2; TruncateTable; SetComment; Comment; DropTable; SchemaAndTable; DropIndex; DropUser; User; DropSequence; DropConstant; DropTrigger; TriggerObject; DropView; DropRole; DropFunctionAlias; DropSchema; DropDatabase; DropSynonym; TableSynonym; CreateSynonymData; DropDomain; Domain; ConstraintDomain; DomainColumnResolver; CheckExistingData; AlterDomain; AlterTableAddConstraint; ConstraintCheck; AlterDomainAddConstraint; ColumnTemplate; DropAggregate; UserAggregate; AggregateWrapper; ExecuteProcedure; Call; TableFunction; UserDefinedFunction; DeallocateProcedure; Explain; SelectUnion; LazyResultUnion; ConcatenationOperation; ConcatFunction; JavaAggregate; Aggregate; AggregateData; AggregateDataCount; AggregateDataDefault; BitFunction; AggregateDataAvg; AggregateDataStdVar; AggregateDataDistinctWithCounts; AggregateDataCovar; AggregateDataCorr; AggregateDataCollecting; AggregateDataEnvelope; JsonConstructorUtils; JSONStringTarget; Percentile; JsonConstructorFunction; Subquery; Format; AbstractAggregate; FunctionsPostgreSQL; CurrentGeneralValueSpecification; PgServer; PgServerThread; Prepared; Portal; ScriptReader; Tool; ToDateParser; ToDateTokenizer; YearParslet; MonthParslet; ToCharFunction; DateTimeFunction; DayParslet; TimeParslet; InlineParslet; ToDateParslet; SimpleCase; SimpleWhen; ModeFunction; CompatibilityDateTimeValueFunction; CurrentDateTimeValueFunction; FunctionsLegacy; FunctionsDB2Derby; FunctionsMSSQLServer; StringFunction; CoalesceFunction; RandFunction; FunctionsMySQL; FunctionsOracle; DateTimeFormatFunction; SubstringFunction; WindowFunction; Wildcard; BinaryOperation; IntervalOperation; CompatibilityDatePlusTimeOperation; UnaryOperation; SetFunction; Variable; SearchedCase; Tokenizer; SequenceOptions; CreateIndex; GrantRevoke; CreateRole; CreateSchema; CreateSequence; CreateConstant; CreateAggregate; CreateDomain; CreateTrigger; CreateUser; CreateFunctionAlias; AlterIndexRename; AlterDomainDropConstraint; AlterDomainExpressions; AlterDomainRenameConstraint; AlterDomainRename; AlterTableRename; AlterView; AlterSchemaRename; AlterSequence; AlterUser; Set; Setting; AuthenticatorFactory; DefaultAuthenticator; CredentialsValidator; AuthenticationInfo; UserToRolesMapper; ConfigProperties; UserBuilder; TimeZoneOperation; RunScriptCommand; ScriptCommand; AlterTableRenameColumn; AlterTableAlterColumn; SchemaObject; TableBase; AlterTableDropConstraint; AlterTableRenameConstraint; AlterTableSet; CreateLinkedTable; TableLink; TableLinkConnection; LinkedIndex; LinkedCursor; CreateTable; CommandWithColumns; DefineCommand; CreateSynonym; RangeTable; RangeIndex; RangeCursor; SingleRowCursor; MathFunction; CastSpecification; StringFunction1; TrimFunction; MathFunction1; MathFunction2; DayMonthNameFunction; StringFunction2; LengthFunction; RegexpFunction; XMLFunction; ArrayFunction; CompressFunction; CompressTool; SoundexFunction; CryptFunction; HashFunction; SessionControlFunction; SysInfoFunction; TableInfoFunction; FileFunction; DBObjectFunction; QueryExpressionTable; QueryExpressionIndex; QueryExpressionCursor; CacheKey; BuiltinFunctions; LazyResultGroupSorted; LazyResultQueryFlat; LazyResultSelect; LazyResult; SelectListColumnResolver; Optimizer; Plan; Permutations; IndexCursor; MapColumnsVisitor; GeneratedColumnResolver; SequenceAndPrepared; TimeoutValue; RowNumberAndValue; DelayedDatabaseCloser; Server; WebServer; TranslateThread; WebThread; PageParser; WebSession; DbContents; DbSchema; DbTableOrView; DbColumn; DbProcedure; Bnf; Rule; Sentence; BnfVisitor; RuleHead; RuleFixed; Csv; RuleList; RuleElement; RuleOptional; RuleExtension; RuleRepeat; DbContextRule; Help; ConnectionInfo; TcpServer; TcpServerThread; SmallMap; GeneratedKeysMode; ParameterRemote; ResultColumn; DatabaseMetaServer; Authenticator; MetaRecord; TableEngine; Type; BlobReference; OnExitDatabaseCloser; DeleteDbFiles; DatabaseHolder; GeoJsonUtils; GeoJsonTarget; JSONValue; JSONObject; JSONArray; EWKTTarget
